states_solved,max_d,path_damage_final,path_damage_max,fatigue_f_min,abar_max_MPa,psi_plus_max_MPa,damage_jump_max,damage_jump_cycle,damage_jump_phase,post_shutin_damage_jump,psi_injection_peak_MPa,psi_postshutin_peak_MPa,postshut_amplification,N_severe_breach80,severe_breach_phase,severe_breach_time_h,censored_severe80,N_path_10,N_path_25,N_path_50,N_failure,failure_phase,failure_time_h,censored_primary,critical_angle_deg,observed_cycles,planned_cycles,case_id,nr_case,nr_cement,nr_rock,nt,htheta_over_ell,hrad_over_ell,solver_stdout,dT_K,dp_MPa,t_inj_h,t_shut_h,ramp_down_h,recovery_frac,SHmax_MPa,stress_ratio,Ecement_GPa,nu_c,alpha_c_e6,ft_MPa,Gc_Jm2,eta_fat,Erock_GPa,ell_m,Sy_MPa,wall_recovery_h
241,0.311919025081,0.0754644653107,0.0754644653107,0.0170225907215,0.00508627306671,0.000589098421922,0.152652694825,1,1,False,0.000589098421922,0.0,0.0,,-1,,True,,,,,-1,,True,1.125,40,40,B000010,4,5,14,40,0.5458226128260156,0.4971444370034106,OK states=241 max_d=0.355333 alphaT=0.000354961 MPa,95.76970106494896,6.658175203960468,14.000222953027716,39.389184672944424,4.923207310417992,0.4344012160187486,33.86446921358435,0.7910006684009929,12.144958248718016,0.24602694873075295,12.563593979220768,2.6749367884799695,78.47455631553501,0.06354377202439646,16.333148046458053,0.014048231218469981,26.786817782990067,17.110709719914112
241,0.778601005093,0.6499193427,0.6499193427,0.065173145287,0.00437791268831,0.00272604331644,0.407887022917,1,1,False,0.00272604331644,3.68676945311e-06,0.0013524251177067256,,-1,,True,1.0,2.0,9.0,9.0,1,479.1268807,False,0.616438356164,40,40,B000011,4,9,14,73,0.5483267323450235,0.5063616928201682,OK states=241 max_d=0.802228 alphaT=0.000640587 MPa,96.22940455359019,5.596232677099092,27.827426088887087,28.58500573733646,5.322206942491493,0.43514309955063746,25.023453630740562,0.6337416070504672,6.006749377490594,0.203283676255459,9.447842380442639,2.2620090895674787,61.88654863527337,0.07931455354578895,36.218394871915535,0.007662506968863381,15.858403717898373,12.438567997217342
241,0.726704709586,0.494199714854,0.494199714854,0.0630242769968,0.00291694213584,0.000563172482695,0.529575963899,1,1,False,0.000478705461363,0.000563172482695,1.1764488357653164,,-1,,True,1.0,1.0,,,-1,,True,0.652173913043,40,40,B000012,4,8,14,69,0.5471180376788427,0.5372559202187239,OK states=241 max_d=0.781028 alphaT=0.0004187 MPa,104.62249611192173,11.482209229977045,28.616799976630418,65.33278765661731,1.3028031305971122,0.5562829409453116,26.185259605655503,0.7973353523274247,9.477242482709544,0.22812288680666884,10.71487383835562,3.0778792540310906,77.00171598104055,0.04417800379561243,24.4095654398496,0.008124619637924043,20.878433193460413,36.343515257778634
241,0.822652430242,0.688479936494,0.688479936494,0.0814375100785,0.00561244775276,0.00700766326861,0.703644292344,1,1,False,0.00700766326861,1.12134757599e-07,1.600173314566846e-05,,-1,,True,1.0,1.0,1.0,1.0,1,32.436884695555555,False,16.875,40,40,B000013,4,9,14,72,0.5486694137167915,0.4997373512448671,OK states=241 max_d=0.861308 alphaT=0.000934103 MPa,98.47656175495736,9.398829456575696,32.43688469561859,16.80138302972955,2.5666170292340067,0.21399671970171694,30.650964499978695,0.6339738125234828,14.055615706576578,0.25146551447944937,8.814101980162262,3.905843947721448,79.89985973697519,0.0907692377277739,47.33817845464408,0.0077640784510798555,19.431908821573423,3.595440854814218
3,0.971967157315,0.860661768518,0.860661768518,0.0216796211772,0.00445585355504,0.0222325090446,0.942883753403,1,1,False,0.0222325090446,0.0,0.0,1.0,1,26.86665962213889,False,1.0,1.0,1.0,1.0,1,26.86665962213889,False,0.692307692308,1,40,B000014,4,8,14,65,0.549210162107096,0.5080459657756223,OK states=241 max_d=1 alphaT=0.00035411 MPa,91.88302929814036,7.7809082642768495,26.866659622136638,53.60123771804423,0.9488163365397994,0.6196720116702835,32.35888745461733,0.6051469862065567,11.023255474452352,0.18973986401436424,9.535233555557294,2.4917917471990703,45.885033760665074,0.06630522845963589,48.26982440268753,0.008591742271461698,19.581883220158836,33.21518680475754
241,0.383754297284,0.213150327487,0.213150327487,0.0748669963318,0.00321949305811,0.000816803913111,0.146254871324,1,1,False,0.000816803913111,4.78983647106e-05,0.058641203772111246,,-1,,True,6.0,,,,-1,,True,0.463917525773,40,40,B000015,4,12,14,97,0.5495927894988706,0.5057927355717319,OK states=241 max_d=0.393713 alphaT=0.000510265 MPa,102.78933488808677,4.041032778973324,30.355694357241788,44.10892876959514,2.706173456301386,0.32579483586441765,29.567956271031328,0.7252234964779043,6.565368068873118,0.23832034475543468,11.433107324123625,2.99530064215328,74.54497324859851,0.03938201402357061,23.334979860671837,0.005753344789957546,21.443376630583117,14.370461208645537
241,0.848941026294,0.583372105259,0.583372105259,0.077350836836,0.00459778562739,0.000880163611672,0.764310395574,1,1,False,0.000880163611672,0.0,0.0,,-1,,True,1.0,1.0,1.0,1.0,1,38.56265236722222,False,0.6,40,40,B000016,4,9,14,75,0.5468865891624275,0.5188682547777785,OK states=241 max_d=0.896526 alphaT=0.00074264 MPa,103.07832864641972,5.104301398579904,38.56265236732208,13.142367211509177,4.330203075556628,0.5486408900847821,20.255102457447173,0.6709561478138586,14.643475997671398,0.23464443878054903,9.584300564470661,3.2974677419501797,52.64628830643801,0.10548367660829888,16.027382886968088,0.007477813422333437,13.590285518423775,7.210440044743451
241,0.68843600799,0.585886364027,0.585886364027,0.123212451708,0.00306947565779,0.00140116970827,0.410433624178,1,1,False,0.00140116970827,2.47915992692e-05,0.017693502166707384,,-1,,True,1.0,1.0,8.0,8.0,1,416.2701620888889,False,0.818181818182,40,40,B000017,4,7,14,55,0.5467527836499887,0.48909894419404726,OK states=241 max_d=0.711265 alphaT=0.000653394 MPa,72.80595951178245,4.084149415216162,37.06997139937586,17.10148441330015,3.5223004183367355,0.6666448380215886,21.077300348926155,0.8177559132327605,13.602887242099182,0.27093674489289576,9.49228253659398,3.1702410616119883,71.45113735323862,0.09327074749433548,46.7365303890051,0.010199513795295044,17.23608699531729,11.4006163066332
241,0.880886365157,0.586935330923,0.586935330923,0.0442280302672,0.00281639535983,0.00254504882576,0.840117536634,1,1,False,0.00200886925139,0.00254504882576,1.2669061582773498,,-1,,True,1.0,1.0,4.0,4.0,1,169.03436651527778,False,0.473684210526,40,40,B000018,4,11,14,95,0.5470632092866926,0.537909856266559,OK states=241 max_d=0.923231 alphaT=0.000330951 MPa,69.83419312615075,5.899419861050234,9.179885131625912,44.10494199629991,0.9159009412976082,0.8264445125622699,36.945967691911136,0.6679652177374918,14.509987369514496,0.18537584931330386,12.027107114675669,3.24335286861849,40.56669411447123,0.04814661189444881,38.94683391625371,0.005901630947197815,24.67862135384976,36.45028728971926
3,0.978289250297,0.895840803796,0.895840803796,0.0110051441588,0.0045379556079,0.032543382052,0.847918132119,1,1,False,0.032543382052,0.0,0.0,1.0,1,35.237404470277774,False,1.0,1.0,1.0,1.0,1,35.237404470277774,False,1.125,1,40,B000019,4,5,14,40,0.5372806324140369,0.48936425724717003,OK states=241 max_d=1 alphaT=0.000251204 MPa,77.16043165596619,3.7405940660608947,35.237404470395006,47.171521207515596,0.20967156603468512,0.4603601667932884,23.571727695068063,0.5936815111506303,11.71495359708504,0.22498170159029449,9.926020700964262,2.9499956918272385,100.51951325697716,0.03566554184117035,47.13088238655238,0.014271577657279717,13.994098918439171,21.71588937098502
