design_id,base_completion_peak_bulk_util,fine_completion_peak_bulk_util,relerr_completion_bulk,base_bias_system_util,fine_bias_system_util,relerr_bias,class_base,class_fine
0,0.0,0.0,0.0,0.0,0.0,0.0,both_safe,both_safe
391,0.0,0.0,0.0,0.1616361613909,0.167777237815,0.03660256006164241,both_safe,both_safe
187,0.0,0.0,0.0,0.6687843231898,0.7119964457342,0.06069148631751989,both_safe,both_safe
951,0.4703805136374,0.4919631339758,0.04387040175953842,1.2195460683136001,1.2157174849052002,0.003149237759542896,direct_false_alarm,direct_false_alarm
1376,0.0,0.0,0.0,1.958379521236,2.011770945934,0.026539514752367568,direct_false_alarm,direct_false_alarm
193,1.762962661291,1.860808168753,0.05258226458000236,7.605528260861,7.534683309338,0.009402512171307774,both_failure,both_failure
880,0.2513352277375,0.3052456673016,0.17661328346008415,-0.6035274479850001,-0.9156787261218,0.3408960689289605,direct_nonconservative,direct_nonconservative
1043,0.7015002861263,0.7224819205374,0.029041051152523447,-0.13518178033389994,-0.1969001956976001,0.313450248970232,direct_nonconservative,direct_nonconservative
