pair_id,invariant_max_abs_mismatch,dT_high_K,dT_ratio,dp_high_MPa,dp_ratio,hold_h,gap_h,ramp_up_h,ramp_down_h,wall_reset_h,recovery_h,pre_relax_days,SHmax_MPa,stress_ratio,ecc_ratio,Ecement_GPa,nu_cement,alpha_c_e6,k_cement_WmK,cap_cement_MJm3K,rinf,tau1_h,tau2_days,shiftK_K,thermal_diffusion_time_h,tau1_cold_h,tau2_cold_days,Fourier_hold,Deborah1_high,Deborah2_high,gap_over_tau1_ref,high_peak_LH_MPa,high_peak_HL_MPa,order_effect_high_peak_MPa,order_effect_high_peak_pct,high_cycle_peak_LH_MPa,high_cycle_peak_HL_MPa,order_effect_high_cycle_peak_MPa,global_peak_LH_MPa,global_peak_HL_MPa,order_effect_global_peak_MPa,residual_LH_MPa,residual_HL_MPa,order_effect_residual_MPa,memory_before_high_LH_MPa,memory_before_high_HL_MPa,pre_high_temperature_LH_K,pre_high_temperature_HL_K,loop_LH_MPa_mm,loop_HL_MPa_mm,order_effect_loop_MPa_mm,safer_sequence_high_episode,safer_sequence_high_cycle,sequence_benefit_abs_MPa
P000134,0.0,78.49654636830402,0.37102380849329786,8.60977592706678,0.6916278653610215,35.887420135494885,29.98596432519323,2.27063729910081,1.754728059261834,3.5291006740260262,67.75188833386994,159.2979077974685,39.01513896605293,0.6135553547904877,0.5110236815489105,17.66317772692785,0.24844459715920414,12.108467947240529,1.0788588602085203,2.3890414734900225,0.422209246121205,7.0949649639454995,2.553920290017848,3319.595974036966,0.5173119985358055,191.5852227814245,68.96346778532566,69.37287408192786,5.3385064197449745,46.11987210556816,4.226372431375346,7.638838747,7.874472512,-0.23563376499999933,-2.992375230733415,7.638838747,7.874472512,-0.23563376499999933,7.638838747,7.874472512,-0.23563376499999933,-10.16486458,-10.19499603,0.030131450000000726,0.4271584011,2.757617148e-12,322.5185444,323.15,0.2647198047549425,0.26619635949849413,-0.001476554743551628,LH,LH,0.23563376499999933
P000135,2.842170943040401e-14,71.72396566923197,0.7488721782650433,3.877778349839317,0.5129410709228373,34.45178737669653,18.358736734135864,1.7399139439210065,3.413048601540024,1.4545124969931504,65.4666191211279,136.5223309336823,29.5652121677829,0.5788047103301414,0.5815350639370342,16.73345828637999,0.27207043471724746,12.021468204392008,1.5813211209443212,2.4968449670514152,0.5057452950171064,5.2005852054452895,5.787358066348847,3044.0280323908064,0.36886292056653375,76.39843074826638,85.01833101098389,93.39997450484395,2.2175462164828903,59.22595312554912,3.530129016040981,6.944058551,7.036775125,-0.09271657399999977,-1.317600354608458,6.944058551,7.036775125,-0.09271657399999977,6.944058551,7.036775125,-0.09271657399999977,-8.128507525,-8.132462354,0.003954828999999549,0.4306467234,5.752930659e-07,321.6697588,323.15,0.07211916585520808,0.07265157799189062,-0.0005324121366825363,LH,LH,0.09271657399999977
P000136,9.094947017729282e-13,83.13691745363352,0.5288181535763368,6.627163054677539,0.721964874352089,34.79405255533228,30.430486704875392,2.681199985291591,1.1111081134179124,1.4038181833185865,76.0317720125276,41.505359221605616,33.6590282815099,0.8553342297389048,0.013377704882949086,16.582982638407643,0.20526137641039463,11.386456454892647,1.5894262131738177,1.6043250727915994,0.7449130425104398,4.7787277844854525,13.521864938334106,2776.7430627462804,0.23580091968526865,93.74414082627834,265.25796575575305,147.55689927661462,2.6942576084576215,182.9677979595521,6.367905450415185,-1.405802884,-1.396728141,-0.009074742999999996,-0.6497143383609965,-1.405802884,-1.396728141,-0.009074742999999996,-1.405802884,-1.396728141,-0.009074742999999996,-17.21653371,-17.21916572,0.002632009999999241,0.262629421,0.259842517,322.475094,323.15,0.19384103155016935,0.1939620937104231,-0.00012106216025375982,LH,LH,0.009074742999999996
P000137,4.547473508864641e-13,60.37252632757534,0.6807080803292995,8.414978376520173,0.4852680110523177,17.224992404029848,31.217005409582328,1.226914076241275,3.744052037272103,2.403538870131851,37.03775359687804,24.878873914313882,21.028599745994242,0.6435479337705787,0.2615899134090741,12.381317906246103,0.21259706030496137,10.472360585283814,1.2160572177182063,1.9043662297866355,0.6946769534008141,2.1690015273457615,16.350429031821772,3601.710108413786,0.36583896252653547,28.076976342047736,211.65066198480812,47.083537207386605,1.63001385913407,294.8980045092502,14.392339062934193,4.004768685,3.995415418,0.009353267000000276,0.23409998764739903,4.004768685,3.995415418,0.009353267000000276,4.004768685,3.995415418,0.009353267000000276,-4.776756252,-4.77950429,0.002748038000000008,0.7855584971,0.8462381757,322.6233309,323.15,0.16522348585032504,0.16543226934967573,-0.00020878349935068985,HL,HL,0.009353267000000276
P000138,9.094947017729282e-13,47.502015634991075,0.671141108577346,8.928742672619077,0.3945709197162608,35.58311286579958,13.508555857479374,1.401748935349817,1.2860375565804973,3.91008570354247,92.9872934132857,121.98002160012523,22.992399797505648,0.6035479135320359,0.3856839810974991,17.774815435099313,0.21090646730857904,13.647430734538164,0.9186896803333926,1.8957723100886796,0.4760679552306334,31.216574566450028,2.217137311322298,2258.1456912524886,0.4820708072096509,104.08073692872436,7.3922679999171255,73.81304226191114,2.9250037038991246,4.985916568545397,0.43273664856225696,8.206836791,9.178066164,-0.9712293729999999,-10.582069857041835,8.206836791,9.178066164,-0.9712293729999999,8.206836791,9.178066164,-0.9712293729999999,-4.793414507,-4.773005388,-0.020409118999999976,1.748897255,1.891570332e-10,321.8387466,323.15,0.1991317225560022,0.19867153799643242,0.00046018455956978177,LH,LH,0.9712293729999999
P000139,9.094947017729282e-13,55.615051956549046,0.4472699340791038,3.218038669608713,0.5190953208900866,34.53356077998018,22.618579425004025,2.9952602950272165,2.643311032132536,3.998714105539777,51.549336246728096,53.02291693344855,20.17597875832075,0.8190944910110127,0.5120471427844988,17.72102202331549,0.219766259046819,13.445647753918735,1.4834307084100629,1.8547385517876411,0.7869109227600593,18.992089191267574,9.051544585767626,3085.7306097923856,0.2920847812083658,138.24757934696325,65.88817668931594,118.23129105567749,4.003281915460865,45.79070923553022,1.1909474095879817,4.709334679,4.845927478,-0.13659279899999976,-2.818713231267217,4.709334679,4.845927478,-0.13659279899999976,4.709334679,4.845927478,-0.13659279899999976,-9.114157436,-9.116738581,0.0025811450000006175,0.3090448084,0.01074870955,322.5880371,323.15,0.08690184757084367,0.08813691371445656,-0.0012350661436128924,LH,LH,0.13659279899999976
P000140,0.0,86.46572300907395,0.5962158244749782,4.474847951600406,0.6388082107428392,20.999309728080238,5.830975797718864,2.223368621582561,3.598828494730347,1.6278812151226483,93.63206887909706,107.82970861422231,28.162693507464816,0.5689257498504776,0.5074220805166921,15.27158837719557,0.22102007059551504,8.801184813844667,0.7037158773360382,2.074947320669373,0.46433849829971935,3.1738942038837514,2.608071497275032,1244.4540328070213,0.6888159905011311,12.9593049755028,10.648998284109565,30.486095006015624,0.6171300458592524,12.170683804757347,1.837167663176599,4.1223219,4.381435896,-0.25911399599999996,-5.913905900952612,4.1223219,4.381435896,-0.25911399599999996,4.1223219,4.381435896,-0.25911399599999996,-5.151089595,-5.148806068,-0.0022835270000003405,1.016310128,2.146058789e-10,319.4620087,323.15,0.1170485668458825,0.11967715533644312,-0.002628588490560621,LH,LH,0.25911399599999996
P000141,9.094947017729282e-13,87.18048818506901,0.4119280386817017,7.678833289258176,0.4253435652610399,32.29201301684092,33.847785615226286,2.098833805506012,0.7638763641992944,2.971074678788851,95.81799093709697,67.17937957187709,35.60062652904671,0.9358902930121158,0.02806478674129557,15.317483571411245,0.23488466045429726,8.229634288166606,1.163504830498502,2.194894888875264,0.41332603557456055,12.266856680679886,2.8282551855907307,2752.781847986854,0.44069592177160266,285.4736035526728,65.81899671728861,73.27504390561786,8.840378065120706,48.91785223767577,2.759287606949549,-2.906739585,-2.758218452,-0.14852113300000003,-5.384676217081592,-2.906739585,-2.758218452,-0.14852113300000003,-2.906739585,-2.758218452,-0.14852113300000003,-13.96380493,-13.97291982,0.00911488999999932,0.3801607198,7.077609869e-06,322.576297,323.15,0.19846426998929723,0.1989124386216237,-0.00044816863232646775,LH,LH,0.14852113300000003
P000142,4.547473508864641e-13,68.27337031245276,0.4067770083307871,8.222954936970496,0.5181462202364063,34.15421276132624,26.239225994394197,1.3477654546567175,0.7150434629374378,0.5905942405935601,56.524802494436706,112.51641521713508,29.173408875351974,0.7674868858954753,0.2861183571888637,12.183527233226894,0.26072120693166145,11.280757089873907,1.5948144799817672,2.157909009577952,0.7353560722233917,2.7800870081320257,10.639020566317859,3064.856183514855,0.31609414620435744,35.269882678797174,134.97311634266708,108.0507601024831,1.0326656604638311,94.84495558018017,9.438275103492048,-0.4607702975,-0.446351292,-0.01441900549999997,-1.441900549999997,-0.4607702975,-0.446351292,-0.01441900549999997,-0.4607702975,-0.446351292,-0.01441900549999997,-12.1237214,-12.12935453,0.005633129999999653,0.03997815774,0.0002856836863,322.6561505,323.15,0.10219618647407223,0.10202649893012782,0.00016968754394441898,LH,LH,0.01441900549999997
P000143,2.842170943040401e-14,75.9992826438704,0.3937779097968564,9.108615504009933,0.45089795122665066,9.856883121277246,31.580229796762783,2.167925242761646,3.1179645965398746,2.7982679572861584,89.02009547573961,173.6399843973757,32.50861717164254,0.7523144318774966,0.453804743902102,8.142478738301,0.21899589186197288,9.37240957270252,0.8007325403075877,1.6759493980460958,0.4920051142668401,2.2286518652865253,32.6730250479383,3910.413840910898,0.48895277928027103,92.06111271777212,1349.6567537622698,20.159171885240912,9.339779277594083,3286.2073833840063,14.170104487226716,-0.1196899682,-0.1221347607,0.002444792500000001,0.2444792500000001,-0.1196899682,-0.1221347607,0.002444792500000001,-0.1196899682,-0.1221347607,0.002444792500000001,-6.630865913,-6.632024106,0.001158193000000196,0.1122635999,0.1141975863,322.7898824,323.15,0.14641909883657023,0.1466325630432397,-0.00021346420666948362,HL,HL,0.002444792500000001
P000144,4.547473508864641e-13,77.12284229453232,0.4590153444048318,4.854066229879865,0.3826336435347572,13.289898873642098,2.39964044674967,2.479767613001817,3.768093101954376,2.419181926168116,83.62511250890668,116.09071365683332,36.67939014230445,0.5961734365539294,0.31337384058152673,9.646106813813049,0.1994712263654729,13.218429174854112,1.41731810507104,1.8476192852607005,0.6978789802313927,6.869726597784381,26.632942017724858,3131.529703186351,0.3045360054286722,143.2908625509454,555.5180660639286,43.63982792423811,10.781937764412538,1003.200529386762,0.34930654263935335,3.264655762,3.475362926,-0.210707164,-6.062882308597201,3.264655762,3.475362926,-0.210707164,3.264655762,3.475362926,-0.210707164,-6.591931454,-6.592757466,0.0008260120000000981,0.6500276248,0.09163507399,320.56168,323.15,0.0904865733466456,0.09195238741791169,-0.001465814071266086,LH,LH,0.210707164
P000145,0.0,54.41473275978498,0.44445567081747916,9.570339719328842,0.5687506367569043,22.10312217388602,15.29354694481538,2.4720141762744094,3.998685286845527,2.7999851617154983,43.986489708951,151.3034447640666,26.85501555526558,0.8478711435583222,0.14710191845137569,16.10636773967288,0.20160956580707626,11.038869117414027,1.5117130691694696,2.191786581407843,0.4879380981084268,32.161607407251914,19.605840015466445,3659.412884499976,0.3387056109016877,318.53972912194837,194.18304839846837,65.25762037140166,14.411526417670109,210.84773114403333,0.4755218466278193,2.445135186,2.740505423,-0.2953702370000002,-10.777947546502636,2.445135186,2.740505423,-0.2953702370000002,2.445135186,2.740505423,-0.2953702370000002,-9.25537281,-9.267028208,0.011655397999998485,0.486692219,0.02484921875,322.5649701,323.15,0.21794425997833097,0.21874244721252478,-0.000798187234193809,LH,LH,0.2953702370000002
P000146,2.842170943040401e-14,75.38771351802833,0.6646828767197228,6.001666696554238,0.746856392433535,18.464549176449832,8.692058641036258,1.3334053638909875,3.4445831267836233,2.1694236780590357,60.73631224503077,70.17191788466639,23.468661725545555,0.8423418928093787,0.2430572149745732,12.835341075374183,0.2206680134633231,13.609275576433534,1.0994243768758512,1.6318831464178456,0.5882915665579408,7.163825469422775,9.900097908474,3003.695852097642,0.34675057517049934,121.18157238700375,167.4677079243296,53.25023373752359,6.562931552185519,217.67252218159405,1.213326410328729,6.640623788,6.905979536,-0.26535574800000017,-3.8424056517505463,6.640623788,6.905979536,-0.26535574800000017,6.640623788,6.905979536,-0.26535574800000017,-7.961599185,-7.963514896,0.0019157110000005417,0.6133955331,0.0152554966,321.0430877,323.15,0.208696162761225,0.2103660588493378,-0.0016698960881127989,LH,LH,0.26535574800000017
P000147,4.547473508864641e-13,76.58273953976115,0.6263115770649785,8.973352030999212,0.7100256271421163,19.077121690527107,12.202514627303042,0.8670778205128088,1.5278136407185836,1.9721789395144396,49.52648112637735,79.71118763524272,31.65782143219558,0.6943982544404083,0.12867578292446583,11.962449433551491,0.23213974605815543,13.004081179121,1.269835628633909,2.0284103122843304,0.7497608895226581,33.99890845231057,6.326508696540837,2595.2604519374536,0.37316576740861895,411.8931241412427,76.64497334025006,51.12237872998017,21.590947042381735,96.42331741687265,0.35890901157662775,3.637308134,3.775165616,-0.1378574819999998,-3.6516936214858715,3.637308134,3.775165616,-0.1378574819999998,3.637308134,3.775165616,-0.1378574819999998,-10.35776033,-10.36425618,0.006495850000000303,0.2725364899,4.996481804e-05,321.7749602,323.15,0.26156183276669526,0.26184463881252196,-0.0002828060458267001,LH,LH,0.1378574819999998
P000148,2.842170943040401e-14,51.863272193892,0.5931580933896308,4.8839488218998275,0.6416768459961679,19.479427438386622,27.66349311447574,2.146534200115708,2.532137114499629,3.0772573160927017,81.2179993895336,168.4955888017918,24.641549396491122,0.5544942171255474,0.43238552526955104,10.078259974972728,0.18825013677989322,12.351665490309921,1.3912574527389676,2.1593852595485394,0.7331241701408289,5.072026853639927,6.002199934847349,2648.9996260187368,0.3625902515792219,24.30993782792821,28.768204794148442,53.722976151581896,1.2479801013053633,35.44441525519232,5.454129860259535,3.277285803,3.292437042,-0.01515123900000015,-0.4601831046948885,3.277285803,3.292437042,-0.01515123900000015,3.277285803,3.292437042,-0.01515123900000015,-3.232373074,-3.233245383,0.0008723090000000155,0.04734086617,1.548989572e-10,322.7050694,323.15,0.08478837982051271,0.08498543102650913,-0.000197051205996418,LH,LH,0.01515123900000015
P000149,2.842170943040401e-14,86.87547094081613,0.6222140397144216,4.68607715441687,0.40302899515486973,25.582777521674043,27.63262178183218,0.7646335468313428,2.2720140071179458,1.3339174260604014,82.92570435319934,138.5987153778505,18.444693421397506,0.7350359115390921,0.267850222584439,12.007744797457384,0.26639209412668313,12.450971943336384,1.6645787576513773,2.4575793795908885,0.36805547034553115,6.572104171575662,7.588495874117025,2507.316608987436,0.34490278508661826,113.94612328899174,131.5681650619419,74.1738792142523,4.454016894469539,123.42819143900297,4.2045319216550485,10.63200163,10.71534401,-0.08334238000000127,-0.7777853881520064,10.63200163,10.71534401,-0.08334238000000127,10.63200163,10.71534401,-0.08334238000000127,-4.910507446,-4.914517465,0.004010018999999865,0.2728544975,7.908229346e-05,322.3815861,323.15,0.09836765789046836,0.09830033968138405,6.731820908431607e-05,LH,LH,0.08334238000000127
P000150,4.547473508864641e-13,68.23897265395698,0.46924449798638634,9.01601036337402,0.3650422690570089,19.319725829506314,33.424036195892256,1.9965168017341153,1.5219529634267144,3.1185920419029802,92.5108184774715,89.84995970470113,23.254201580080686,0.8322793138689654,0.24911276704877697,10.303051738639965,0.2344855029450758,10.875973347949127,1.4774491182345613,1.9968314210755753,0.550720629733712,9.637967871298441,2.9599203762753916,3943.1763712538395,0.3157347357832904,252.70798885561445,77.60925699792115,61.18973821989203,13.080309269692778,96.41038306586073,3.4679547226369123,2.688076449,2.736674133,-0.048597684000000196,-1.7757935961022289,2.688076449,2.736674133,-0.048597684000000196,2.688076449,2.736674133,-0.048597684000000196,-6.925342653,-6.929107205,0.00376455199999981,0.1410238105,3.530487928e-09,322.8072306,323.15,0.18179627323072195,0.18185274139979546,-5.6468169073509156e-05,LH,LH,0.048597684000000196
P000151,4.547473508864641e-13,62.27281949283736,0.43003817854553666,6.9946643148597065,0.4939753428899366,20.19008065239492,6.14841763921551,1.8394288826095937,2.945918013450265,1.4448176103125607,60.06970127279508,123.50095338935961,18.227307240898824,0.6846460630471425,0.4639509884457358,14.784380091899598,0.1927633653159249,11.448721769475387,1.0676981638595278,2.367882737493547,0.6413841190075389,5.325764453218576,2.723798376907976,3326.014077457281,0.5180899771215348,62.1423235280324,31.78194631958466,38.97022050989935,3.077864056014118,37.77928007333411,1.154466686092317,6.906779298,7.16731712,-0.26053782199999986,-3.6350815463848187,6.906779298,7.16731712,-0.26053782199999986,6.906779298,7.16731712,-0.26053782199999986,-3.905002009,-3.906993813,0.001991804000000208,0.5570980213,1.379121217e-13,321.5485752,323.15,0.14180230456503332,0.1431818698953761,-0.0013795653303427802,LH,LH,0.26053782199999986
P000152,2.842170943040401e-14,53.965724138000354,0.6465344013586747,7.14506909263487,0.3887853265331761,23.007441148722407,28.973997524088155,1.1296791777960316,0.432373722194445,2.2980366713484837,26.75111712971546,35.82466595088388,25.682126417954493,0.9487401650339973,0.6589649029900669,11.361778603996205,0.23397017772059753,9.475556516777857,1.4068571441577804,1.9526634152671025,0.7835189431539483,16.426101058101306,14.652583017598344,1878.2099352122202,0.32424320547460356,52.67245143603358,46.98543279850673,70.95735781123246,2.289365909731272,49.01242080224899,1.763899870188505,-4.86251644,-4.833010513,-0.029505927000000653,-0.610508231269818,-4.86251644,-4.833010513,-0.029505927000000653,-4.86251644,-4.833010513,-0.029505927000000653,-11.94515116,-11.93589404,-0.00925711999999912,0.3420850547,0.2790139319,322.6197361,323.15,0.11097538022650524,0.1107675313708865,0.00020784885561873911,LH,LH,0.029505927000000653
