states_solved,max_d,path_damage_final,path_damage_max,fatigue_f_min,abar_max_MPa,psi_plus_max_MPa,damage_jump_max,damage_jump_cycle,damage_jump_phase,post_shutin_damage_jump,psi_injection_peak_MPa,psi_postshutin_peak_MPa,postshut_amplification,N_severe_breach80,severe_breach_phase,severe_breach_time_h,censored_severe80,N_path_10,N_path_25,N_path_50,N_failure,failure_phase,failure_time_h,censored_primary,critical_angle_deg,observed_cycles,planned_cycles,case_id,nr_case,nr_cement,nr_rock,nt,htheta_over_ell,hrad_over_ell,solver_stdout,dT_K,dp_MPa,t_inj_h,t_shut_h,ramp_down_h,recovery_frac,SHmax_MPa,stress_ratio,Ecement_GPa,nu_c,alpha_c_e6,ft_MPa,Gc_Jm2,eta_fat,Erock_GPa,ell_m,Sy_MPa,wall_recovery_h
241,0.614411299745,0.411164021231,0.411164021231,0.0504790492908,0.00252258347321,0.000742605137465,0.316376154619,1,1,False,0.000742605137465,0.000527513515469,0.710355327287057,,-1,,True,1.0,4.0,,,-1,,True,0.762711864407,40,40,C000000,4,7,14,59,0.5493626441726484,0.5271742263675749,OK states=241 max_d=0.647742 alphaT=0.000319244 MPa,87.38331062266843,4.827851819410246,10.179058445819791,19.98948390736623,0.2340574858807465,0.6908653258541214,22.22082482994412,0.6688787533846267,10.057839426592274,0.2308885176714633,8.921909887589436,2.578997209469675,59.3328586926525,0.05091551236094219,25.23660836308457,0.009462851518642186,14.863037611431182,13.810041313318285
241,0.354531870662,0.155863794359,0.155863794359,0.0766091534594,0.0076289341023,0.00051598994405,0.0447949672528,1,1,False,0.00051598994405,0.000416527103319,0.8072388001395586,,-1,,True,24.0,,,,-1,,True,0.592105263158,40,40,C000001,4,9,14,76,0.5483250143886284,0.5271694257827658,OK states=241 max_d=0.361718 alphaT=0.00122536 MPa,62.9071699537228,3.3619533287762606,34.27212286600173,61.31495947544646,2.754276504984631,0.861160498898812,21.711934959729042,0.6140779404188755,6.94629426969732,0.2167640725548935,9.453350057910756,2.765650796879614,76.84209931360705,0.11736717796383918,37.73033849097607,0.007360062648244048,13.332820302578991,52.80202109183591
241,0.782265513859,0.618997368068,0.618997368068,0.0715667494627,0.00389812188939,0.000989599549476,0.494731567809,1,1,False,0.000989599549476,4.8434942067e-06,0.004894398152530147,,-1,,True,1.0,1.0,3.0,3.0,1,121.07488768666667,False,1.18421052632,40,40,C000002,4,5,14,38,0.5409558850866886,0.4680761523703787,OK states=241 max_d=0.82688 alphaT=0.000601925 MPa,90.11419025740868,11.97063050807535,22.111255901786162,27.37055999058515,5.791219038427547,0.5330621174695334,33.58266404545954,0.8024778848254288,10.15292061181065,0.18833840600445256,12.483258690428114,2.7891613760853584,108.39773594523874,0.0828533821012685,39.9149036814016,0.014920649053861016,26.949345210003347,14.59020866490821
241,0.695829335472,0.521069316029,0.521069316029,0.071561367659,0.00241447110329,0.000701151563124,0.545375452625,1,1,False,0.000701151563124,0.000547530007159,0.7809010718302688,,-1,,True,1.0,1.0,19.0,19.0,2,1214.951878152778,False,0.489130434783,40,40,C000003,4,11,14,92,0.5496686524542024,0.5234041781285278,OK states=241 max_d=0.739226 alphaT=0.000372813 MPa,60.479801172255534,6.496035642075201,29.487957774492948,36.31286853222766,1.0490468574608907,0.5823199236088302,22.136736960095956,0.6265068201222381,11.411003965293112,0.24931189151187366,12.040644719819094,3.358334745943444,56.83877052459141,0.039782326030650565,38.47105953001869,0.0060651893645486095,13.868816680752138,21.145706829704306
241,0.680071067861,0.494458834481,0.494458834481,0.120898137859,0.0059430890239,0.00126292276289,0.56588953042,1,1,False,0.00126292276289,0.000711922689612,0.5637103950703026,,-1,,True,1.0,2.0,,,-1,,True,0.445544554455,40,40,C000004,4,12,14,101,0.5466634229700668,0.5238430871533253,OK states=241 max_d=0.709753 alphaT=0.00125065 MPa,103.37329233729449,10.285534421963813,14.461532212125464,19.818517061025013,2.645993423436597,0.7622506202526449,30.56953169756239,0.8492949258883281,11.097053927471901,0.24305676325500486,11.554515615991713,4.196315820207282,83.57889193171432,0.0831245635265694,35.385657279292275,0.005555098599875694,25.962548157522146,15.106676922253941
241,0.533464517272,0.303868137209,0.303868137209,0.0323435075745,0.00309824831787,0.000723989404056,0.257365168254,1,1,False,0.000723989404056,0.000465294385605,0.642681209142406,,-1,,True,1.0,5.0,,,-1,,True,0.865384615385,40,40,C000005,4,6,14,52,0.5403039262526885,0.5331277512608597,OK states=241 max_d=0.581224 alphaT=0.000306127 MPa,95.88017137964057,8.693966600316617,28.56721516325834,70.39174478206195,0.5517361841865411,0.4675332356567869,29.414325298444243,0.692394150603697,6.618559402255538,0.24094631510296655,13.641415859401832,2.330826503167108,84.96192042905352,0.03933401752654039,21.14492530430155,0.010916708023987797,20.36630678059714,32.91048020148417
241,0.181357883463,0.0338381269817,0.0338381269817,0.0471839283735,0.00387839995852,0.000211110408167,0.0241809466397,1,1,False,0.000211110408167,6.47079614506e-05,0.3065124169501507,,-1,,True,,,,,-1,,True,1.125,40,40,C000006,4,5,14,40,0.5472071926335328,0.49840553563274465,OK states=241 max_d=0.200654 alphaT=0.000472554 MPa,73.023775241426,9.523495456700449,41.701451410936265,29.287761154151628,3.3437226851286126,0.7950218278514569,25.985520781503737,0.6957058238706768,6.5921376993446135,0.18861474122688923,10.547730072105905,2.081014285260122,87.28134438484415,0.07586675315601624,22.12569723493931,0.014012685455296044,18.078278144004653,23.28440940645052
241,0.482788067113,0.313530391924,0.313530391924,0.0513114885675,0.00595335667181,0.00158839219619,0.272245223903,1,1,False,0.00158839219619,8.33401925362e-05,0.05246827120915358,,-1,,True,1.0,9.0,,,-1,,True,0.45,40,40,C000007,4,12,14,100,0.5448491043677063,0.5169351553006228,OK states=241 max_d=0.524048 alphaT=0.000760402 MPa,85.34417700327651,9.437982396249575,33.108289793598956,44.116052423582495,5.903193429818452,0.5110542135419716,29.157665431711727,0.5649530768372174,12.687315047463215,0.2759155248680224,9.808210615700094,4.122893477564828,71.51013960341811,0.05985939253670251,29.772252320907736,0.005629332751237806,16.472712799035712,22.54569447591034
241,0.091032216854,0.000648154762057,0.000648154762057,0.0976287071991,0.00603102790269,0.000270293806108,0.01253265718736,1,1,False,0.000270293806108,2.93498998893e-06,0.010858517371120521,,-1,,True,,,,,-1,,True,0.463917525773,40,40,C000008,4,12,14,97,0.549499544014201,0.505706921329493,OK states=241 max_d=0.099545 alphaT=0.00111667 MPa,68.63319262994193,6.596029404806059,22.525860088749695,37.84632920864226,3.977624671663626,0.6020833589363335,34.50742131356552,0.8862097772542538,10.04321516510555,0.2502308034410868,12.826466233577527,4.30102612470978,100.49435946710446,0.06394070026950052,31.88518054606755,0.005754321084531863,30.58081415591359,22.7866450133496
241,0.783415013186,0.58437953694,0.58437953694,0.0755730971373,0.00795214138736,0.00500194054864,0.667688217312,1,1,False,0.00500194054864,0.0,0.0,,-1,,True,1.0,1.0,1.0,1.0,1,33.7538896375,False,0.671641791045,40,40,C000009,4,8,14,67,0.5460947188899952,0.5207075387213512,OK states=241 max_d=0.834761 alphaT=0.00126723 MPa,89.48290940373536,8.87991636596593,33.75388963758412,28.658240574170172,4.706471722441829,0.21050009207340484,36.15229994398528,0.5911555037276364,12.937829765707225,0.19902439916548448,13.200391880865064,3.8002481783279074,88.72153976013178,0.11973363135087683,29.640229883537877,0.008382824667218543,21.371631084299217,6.032562279524607
