DeltaT,t_cement,E_cement,alpha_cement,E_rock,alpha_rock,E_steel,alpha_steel,a0_interface,k_contact,y_cc_max_jump_mm,y_cr_max_jump_mm,y_all_max_jump_mm
-76.56747633,0.022108202,7470938343,8.29E-06,10095348654,7.83E-06,1.93829E+11,1.23E-05,2.54E-06,1.666901053,0.141909366,0.147232043,0.147232043
-113.9393842,0.029245518,15489373200,8.30E-06,18659935433,8.52E-06,1.92853E+11,1.08E-05,4.17E-05,1.344396596,0.191526205,0.221489169,0.221489169
-93.67104738,0.029254339,8865790900,1.26E-05,36351506362,5.33E-06,1.92644E+11,1.11E-05,2.00E-05,1.778765156,0.131603867,0.265583146,0.265583146
-89.02965968,0.037651433,19989701360,1.21E-05,31221504813,8.64E-06,2.06586E+11,1.08E-05,4.23E-06,2.080994956,0.137774153,0.24824165,0.24824165
-62.86286879,0.03837872,5952870541,8.92E-06,16428050205,5.66E-06,2.00553E+11,1.07E-05,1.31E-06,1.0306548,0.109653785,0.128431807,0.128431807
-117.7389404,0.020388674,9758648965,1.03E-05,23552303883,9.96E-06,1.9093E+11,1.21E-05,3.20E-06,0.626236175,0.196415129,0.277965118,0.277965118
-92.81021128,0.022306252,15214886693,1.28E-05,24059071002,8.64E-06,1.91457E+11,1.20E-05,1.42E-06,1.488924039,0.129925086,0.271308614,0.271308614
-84.5096282,0.037941733,15718880598,1.07E-05,14988907395,5.37E-06,1.95334E+11,1.15E-05,3.02E-05,2.734562203,0.150258669,0.205556058,0.205556058
-48.66207133,0.030074522,11465126199,1.24E-05,33094651896,9.13E-06,2.06975E+11,1.28E-05,2.78E-05,0.694264256,0.090269125,0.137732921,0.137732921
-110.5411392,0.028114507,6525600019,9.79E-06,10302366415,6.90E-06,1.90242E+11,1.28E-05,2.20E-06,1.453899229,0.217698988,0.247734025,0.247734025
-43.15190652,0.028344163,18395630044,9.43E-06,16396353975,1.04E-05,2.03246E+11,1.14E-05,3.74E-05,0.644215445,0.075352404,0.095085865,0.095085865
-104.7234722,0.02578867,5506721220,1.04E-05,14922601288,5.58E-06,2.02089E+11,1.20E-05,4.48E-06,2.259659834,0.176652637,0.24686505,0.24686505
-31.64361401,0.028447241,12404122696,1.08E-05,10267777244,7.23E-06,2.03849E+11,1.17E-05,1.48E-06,2.902142042,0.051851033,0.078414977,0.078414977
-71.85084436,0.039983624,10079478026,1.18E-05,34017955894,9.80E-06,2.04607E+11,1.06E-05,5.02E-06,0.96901155,0.113856314,0.197526857,0.197526857
-41.8677963,0.023822902,15509252708,9.48E-06,15921380227,9.52E-06,1.98409E+11,1.22E-05,3.71E-05,1.010111561,0.074796556,0.092266466,0.092266466
-72.48106616,0.038023148,8704492931,8.75E-06,10897906188,8.71E-06,1.98995E+11,1.25E-05,2.60E-06,0.814901277,0.155193623,0.148363303,0.155193623
-57.30158801,0.029341894,6871139879,9.95E-06,11810327754,9.60E-06,2.0928E+11,1.27E-05,1.25E-06,1.052368727,0.11309388,0.13271091,0.13271091
-99.54931982,0.03822914,13388142180,1.28E-05,38950916787,1.05E-05,1.92319E+11,1.19E-05,3.57E-06,1.146954431,0.175919066,0.29507436,0.29507436
-119.7889769,0.028718749,10516165598,1.23E-05,11956208365,7.89E-06,1.97693E+11,1.22E-05,2.00E-05,2.015123169,0.19889789,0.335304221,0.335304221
-91.04329815,0.029175854,16549430208,1.19E-05,34320101544,8.44E-06,1.90722E+11,1.20E-05,4.21E-06,1.048502518,0.152577257,0.248734849,0.248734849
-108.4463274,0.03119167,6150798269,1.08E-05,30882497659,1.02E-05,1.90553E+11,1.27E-05,5.39E-06,2.773988834,0.205993675,0.274784618,0.274784618
-78.04635641,0.031470293,11757328083,8.15E-06,21361113069,7.76E-06,1.92343E+11,1.21E-05,2.78E-05,2.970339693,0.155289158,0.148823,0.155289158
-97.88212692,0.028811144,8909470236,1.30E-05,15966315400,6.93E-06,2.0743E+11,1.24E-05,1.22E-05,2.986024635,0.158786974,0.288753953,0.288753953
-83.8092092,0.037977436,15977166966,1.15E-05,23144360086,6.57E-06,1.99845E+11,1.10E-05,3.72E-06,0.675813882,0.140844147,0.218459745,0.218459745
-104.7710618,0.021707562,14838725043,1.11E-05,14646237581,1.10E-05,2.09819E+11,1.15E-05,1.35E-06,1.537484503,0.149063254,0.270463806,0.270463806
-69.85187529,0.035147963,13353211568,1.27E-05,20620105193,1.07E-05,2.01774E+11,1.25E-05,5.65E-06,1.525082742,0.128421143,0.205414916,0.205414916
-60.61912033,0.020491161,7157979714,8.60E-06,27573838567,8.56E-06,1.98426E+11,1.17E-05,1.95E-06,0.55350192,0.105176772,0.119882508,0.119882508
-75.48934773,0.023616078,12840594345,1.06E-05,12349465153,8.85E-06,1.92171E+11,1.29E-05,1.69E-06,1.783326807,0.136459001,0.184164366,0.184164366
-65.94018481,0.023070003,5239197034,1.03E-05,33683904288,9.47E-06,2.02326E+11,1.27E-05,4.94E-06,2.059769368,0.116961836,0.158218896,0.158218896
-98.83323022,0.028533504,11194638632,8.03E-06,11272425381,7.81E-06,2.00369E+11,1.08E-05,2.48E-06,0.930673808,0.167424657,0.184464289,0.184464289
-99.50954263,0.030579836,14284915177,8.55E-06,34459803324,7.12E-06,1.9991E+11,1.08E-05,1.96E-05,2.142754526,0.166814678,0.197197255,0.197197255
-109.1050459,0.024129938,7136432117,1.27E-05,19632641106,8.44E-06,2.05453E+11,1.24E-05,7.38E-06,1.193318842,0.170912779,0.315530493,0.315530493
-24.30521613,0.036305378,19381622181,9.53E-06,29189834748,9.50E-06,2.07025E+11,1.13E-05,1.81E-05,2.328403056,0.043523405,0.054502912,0.054502912
-97.81218302,0.034889303,5580136754,1.11E-05,23030500902,1.10E-05,1.93554E+11,1.10E-05,9.38E-06,0.776421175,0.161663366,0.254183652,0.254183652
-59.96815345,0.028440828,13677560834,1.22E-05,26196872320,8.70E-06,1.93129E+11,1.23E-05,1.46E-06,2.690894204,0.099105883,0.168176755,0.168176755
-55.86513199,0.031375437,15635146913,1.21E-05,15457841875,1.04E-05,2.00042E+11,1.17E-05,1.11E-06,1.145746545,0.091510717,0.156402258,0.156402258
-42.45914314,0.037260983,6994947100,9.29E-06,12856680303,5.34E-06,1.95595E+11,1.25E-05,2.62E-06,0.615009864,0.089902954,0.08942779,0.089902954
-68.34870505,0.035979805,7933040535,8.87E-06,12737553133,9.33E-06,1.98779E+11,1.19E-05,2.89E-05,1.864080298,0.134642393,0.142974203,0.142974203
-75.27301329,0.033840813,18436052476,1.14E-05,12806751795,1.10E-05,2.05156E+11,1.18E-05,2.67E-05,0.772142499,0.133310809,0.199412837,0.199412837
-63.18279006,0.033999487,13625690127,9.45E-06,35764922422,9.60E-06,2.04411E+11,1.28E-05,7.33E-06,1.11691333,0.132268997,0.139916558,0.139916558
-114.9259138,0.022316227,6294664428,8.44E-06,32657599903,8.14E-06,2.02981E+11,1.08E-05,1.21E-05,0.685483074,0.181929875,0.223532975,0.223532975
-62.46386207,0.033445603,12453124724,1.19E-05,39516148282,1.06E-05,1.95802E+11,1.27E-05,2.03E-06,1.183440059,0.119024443,0.17294728,0.17294728
-94.834079,0.020605652,18102835518,9.66E-06,29557135786,8.05E-06,2.01502E+11,1.10E-05,1.76E-06,2.12382758,0.133401692,0.210788708,0.210788708
-22.79440742,0.029343497,18689585626,9.00E-06,14255328490,1.05E-05,1.92438E+11,1.27E-05,1.97E-06,1.864905768,0.045792453,0.048578142,0.048578142
-65.41519018,0.025502473,9176772166,1.06E-05,13297134616,7.75E-06,1.96554E+11,1.14E-05,1.12E-06,2.908197375,0.099114835,0.159559738,0.159559738
-100.9887742,0.031825207,13481817020,1.17E-05,26883592561,5.81E-06,2.09548E+11,1.11E-05,3.32E-06,2.674403765,0.153820391,0.267148406,0.267148406
-47.71308966,0.024684702,5270125608,1.03E-05,23117982327,1.05E-05,2.00982E+11,1.24E-05,7.21E-06,1.038326611,0.084396914,0.114916989,0.114916989
-93.89230891,0.030159452,7919177369,1.10E-05,20485872758,5.79E-06,2.05792E+11,1.26E-05,5.34E-06,2.92240141,0.17372276,0.234437027,0.234437027
-94.5891881,0.035188294,10736884846,1.04E-05,24197445590,1.00E-05,2.07714E+11,1.22E-05,3.29E-05,1.273682278,0.182415643,0.230021726,0.230021726
-117.2770176,0.039045341,12116272367,9.72E-06,33388211534,6.66E-06,2.08093E+11,1.06E-05,2.88E-05,1.900261818,0.195959359,0.262817542,0.262817542
-35.01861108,0.028738461,6776519715,8.57E-06,11249686241,6.38E-06,2.08643E+11,1.07E-05,2.97E-05,0.869416488,0.05714433,0.068694238,0.068694238
-112.7730461,0.034051046,15498225724,9.27E-06,14799273734,9.02E-06,2.06814E+11,1.11E-05,2.93E-06,1.252356986,0.196354683,0.244374558,0.244374558
-52.64358779,0.033369906,10596180386,1.19E-05,16188578145,6.83E-06,1.9964E+11,1.07E-05,3.97E-05,1.613317313,0.077277211,0.14288027,0.14288027
-60.85559853,0.024268165,14927793355,1.29E-05,26522387893,8.43E-06,2.09016E+11,1.25E-05,2.62E-05,2.717989194,0.093878996,0.179095962,0.179095962
-29.16120153,0.027731211,6201738646,8.60E-06,12861029670,5.24E-06,1.93862E+11,1.26E-05,1.38E-05,1.271213473,0.058847142,0.056969589,0.058847142
-86.92818609,0.024684838,12964036037,8.13E-06,27024479528,7.55E-06,2.04438E+11,1.18E-05,1.28E-06,1.557940714,0.15926927,0.163947591,0.163947591
-107.8332093,0.034349535,13012047156,1.27E-05,20164992181,1.10E-05,2.03788E+11,1.18E-05,2.60E-06,1.216140641,0.180644519,0.317840113,0.317840113
-47.11913847,0.039412821,18801125684,1.08E-05,17185047069,8.71E-06,2.05294E+11,1.17E-05,1.60E-05,1.335171652,0.087841414,0.117846507,0.117846507
-76.55029567,0.028878157,19336008465,1.13E-05,20613786958,8.87E-06,2.03232E+11,1.16E-05,1.52E-06,1.003361041,0.125308107,0.199348969,0.199348969
-84.02082909,0.031023596,15588687867,1.08E-05,21186602678,8.77E-06,1.96936E+11,1.26E-05,1.51E-05,1.109826117,0.16172117,0.209176886,0.209176886
-111.6324588,0.036840993,6971759328,1.08E-05,14048206832,1.10E-05,2.01285E+11,1.06E-05,7.83E-06,0.749830975,0.180182435,0.281977012,0.281977012
-25.62759794,0.029447316,12182042740,1.30E-05,17069576684,9.55E-06,2.02144E+11,1.15E-05,3.18E-05,1.956860392,0.037356764,0.076472905,0.076472905
-30.08057114,0.034910339,7175081731,1.28E-05,38480574288,9.87E-06,2.06854E+11,1.14E-05,2.22E-05,1.326297245,0.047913093,0.089043747,0.089043747
-49.24276263,0.028425335,13727614632,1.07E-05,10235744647,6.21E-06,2.00526E+11,1.23E-05,2.77E-05,1.916274048,0.087806002,0.119940638,0.119940638
-48.33630244,0.039566329,7089092973,8.73E-06,27889061733,8.47E-06,2.06991E+11,1.16E-05,3.00E-05,1.729957218,0.094054846,0.099140372,0.099140372
-113.4836417,0.022380296,5686207105,1.12E-05,26369184654,8.50E-06,2.07859E+11,1.16E-05,4.41E-06,0.835272141,0.168763693,0.28908872,0.28908872
-38.98921799,0.022472532,5504221701,9.24E-06,19272468916,7.27E-06,2.02483E+11,1.09E-05,5.19E-06,0.621852429,0.059490277,0.082009567,0.082009567
-79.17498623,0.025877611,7331114214,1.25E-05,26133960497,6.50E-06,2.09592E+11,1.05E-05,2.39E-05,0.958990957,0.097778299,0.222791821,0.222791821
-113.7081751,0.033833951,8444693963,9.57E-06,18003163287,6.57E-06,2.02925E+11,1.06E-05,1.15E-05,2.685384928,0.182091832,0.2505152,0.2505152
-76.04955799,0.034523392,9227207866,1.07E-05,22665475476,1.06E-05,2.06698E+11,1.28E-05,2.26E-06,0.629415086,0.157531279,0.18855386,0.18855386
-92.42812157,0.023552201,11380569562,1.05E-05,14804521959,1.06E-05,1.95645E+11,1.13E-05,2.33E-06,0.691412607,0.142099911,0.223950335,0.223950335
-75.15072888,0.035457792,9624301981,8.04E-06,35940866699,7.74E-06,2.08734E+11,1.28E-05,2.71E-05,0.882861934,0.166670076,0.140832675,0.166670076
-117.7559403,0.037094517,14569973006,1.13E-05,14480886004,1.02E-05,1.94516E+11,1.14E-05,9.03E-06,2.79231776,0.20036511,0.310584985,0.310584985
-114.2856476,0.025050512,5207783876,1.22E-05,24040038626,5.01E-06,2.03823E+11,1.17E-05,3.12E-05,1.392972089,0.169053145,0.311385591,0.311385591
-22.69205578,0.030016492,7381106252,9.98E-06,28602407753,7.02E-06,1.94816E+11,1.27E-05,6.56E-06,0.546045169,0.045621638,0.051440191,0.051440191
-54.30997124,0.028191984,6454223985,1.18E-05,13031455557,5.56E-06,1.98493E+11,1.23E-05,1.29E-05,1.199208723,0.092554669,0.144635911,0.144635911
-114.8100553,0.023886474,11514371221,8.59E-06,12618086828,8.63E-06,2.00439E+11,1.22E-05,4.22E-06,1.965087318,0.212668493,0.230205368,0.230205368
-77.53897459,0.020995158,19437818134,9.78E-06,38762868536,9.82E-06,2.01856E+11,1.09E-05,2.07E-05,1.262169655,0.10965371,0.17619867,0.17619867
-87.08902526,0.026708251,6931069008,8.43E-06,11197098711,1.01E-05,2.08177E+11,1.23E-05,5.22E-06,1.843141593,0.16929416,0.174004989,0.174004989
-69.32687568,0.034802157,17061189007,1.19E-05,35878649224,1.10E-05,1.99376E+11,1.08E-05,5.65E-06,1.249996354,0.106188351,0.193090592,0.193090592
-104.6105563,0.037107005,6212722666,8.42E-06,10968799478,8.73E-06,2.01203E+11,1.23E-05,1.81E-06,0.755700736,0.222926615,0.206230114,0.222926615
-30.67001223,0.032111267,5418407389,9.48E-06,11137735240,9.22E-06,2.02772E+11,1.15E-05,1.59E-05,1.464064487,0.054857667,0.068025464,0.068025464
-45.86289625,0.030642283,5872356714,9.45E-06,11343886947,8.18E-06,1.90996E+11,1.07E-05,4.62E-05,1.004066074,0.073818461,0.100240505,0.100240505
-112.567399,0.023419486,5617003512,9.23E-06,17239867941,5.37E-06,1.99989E+11,1.27E-05,1.56E-06,1.413373892,0.213776213,0.234829017,0.234829017
-30.42850599,0.028398635,5777229096,9.82E-06,19757990358,9.88E-06,2.09565E+11,1.16E-05,1.20E-06,2.018730824,0.051870511,0.070010814,0.070010814
-44.78449325,0.034352227,15835182649,8.81E-06,26978204388,9.28E-06,1.94672E+11,1.28E-05,2.02E-06,1.972757029,0.095412996,0.093054901,0.095412996
-24.65699148,0.034921859,7841756655,8.40E-06,13954136060,6.58E-06,1.9414E+11,1.16E-05,1.58E-05,0.784565829,0.047864879,0.047672842,0.047864879
-88.42643802,0.020945866,11614349992,8.93E-06,26513335990,7.21E-06,2.00157E+11,1.22E-05,3.65E-06,1.35156412,0.156934952,0.181089482,0.181089482
-115.6286859,0.02852562,8985796142,1.03E-05,29800903100,6.77E-06,2.06686E+11,1.10E-05,3.88E-05,1.334554002,0.18009238,0.271413849,0.271413849
-21.18697185,0.023356587,8072326743,1.03E-05,10050396270,1.06E-05,2.02609E+11,1.29E-05,2.63E-06,0.575080943,0.040311189,0.050357187,0.050357187
-78.34369723,0.038670122,5478587236,1.17E-05,28333635010,1.10E-05,1.90341E+11,1.06E-05,2.95E-05,2.144517275,0.121456106,0.215227799,0.215227799
-24.66930524,0.021264301,18404538313,1.04E-05,19972013175,1.05E-05,1.99411E+11,1.27E-05,1.22E-05,0.575774283,0.044072999,0.059094657,0.059094657
-103.8158428,0.022556185,15641078343,1.17E-05,19837615263,7.34E-06,2.06865E+11,1.19E-05,1.58E-05,2.917105526,0.152240191,0.275927328,0.275927328
-118.8021337,0.029959734,6849761281,1.20E-05,10407803272,8.34E-06,2.04285E+11,1.13E-05,7.14E-06,1.447518318,0.179734871,0.327437084,0.327437084
-27.04314279,0.021325902,15713224947,8.80E-06,12893222887,7.46E-06,1.98707E+11,1.17E-05,7.79E-06,1.55517612,0.045346685,0.054798234,0.054798234
-110.828356,0.031958584,6657101351,1.12E-05,21314675982,5.11E-06,2.0613E+11,1.15E-05,1.45E-05,1.238086514,0.185050181,0.280549637,0.280549637
-26.78957466,0.028534839,10678942943,1.03E-05,10539526462,5.49E-06,2.0478E+11,1.21E-05,9.97E-06,1.309605161,0.047631608,0.062545074,0.062545074
-92.10819254,0.034528904,5800545929,9.39E-06,11496985032,1.07E-05,2.04535E+11,1.25E-05,3.60E-06,1.423804064,0.187381728,0.204715156,0.204715156
-101.118074,0.035958638,17596676627,9.46E-06,33742507764,9.93E-06,2.01911E+11,1.18E-05,2.93E-06,1.187790948,0.192899485,0.224956372,0.224956372
-68.10172906,0.027571744,19771223205,1.28E-05,20567479224,1.08E-05,2.05126E+11,1.25E-05,4.77E-06,0.920916518,0.114036023,0.201262305,0.201262305
-83.3042422,0.029383829,17785239627,1.27E-05,16748500817,8.47E-06,1.91493E+11,1.12E-05,4.24E-05,1.380723157,0.119526711,0.242450825,0.242450825
-57.8535745,0.027722227,11878212494,1.19E-05,17077341918,5.11E-06,2.06511E+11,1.16E-05,1.03E-06,2.567195707,0.088001253,0.154364328,0.154364328
-36.04743689,0.033386418,19644909455,1.05E-05,28388634877,8.29E-06,1.90463E+11,1.06E-05,3.73E-06,1.97604455,0.05540746,0.087475401,0.087475401
-82.3166203,0.039669601,6331662108,8.40E-06,15236451552,9.11E-06,1.9228E+11,1.24E-05,3.02E-05,1.887183675,0.176140178,0.163708771,0.176140178
-47.21609289,0.026789333,6422953546,1.25E-05,11876021221,1.07E-05,1.97593E+11,1.21E-05,1.30E-05,1.443314544,0.074259001,0.135962371,0.135962371
-108.8131201,0.03868113,8298809289,1.20E-05,14702002220,5.29E-06,1.91108E+11,1.23E-05,2.67E-06,1.131795054,0.207020947,0.295884438,0.295884438
-106.0909812,0.029064875,17440825911,1.12E-05,25642686418,6.31E-06,2.01295E+11,1.07E-05,3.94E-05,1.915091751,0.151182803,0.271113174,0.271113174
-83.60390434,0.030350708,6240864495,1.14E-05,13260039505,5.50E-06,1.92024E+11,1.29E-05,1.98E-06,1.784427127,0.159280272,0.215347937,0.215347937
-105.6179478,0.020304107,5162950438,1.06E-05,12421196661,1.09E-05,2.04097E+11,1.20E-05,3.41E-06,1.410862049,0.164028399,0.260224254,0.260224254
-114.0543064,0.026769902,16787876288,9.67E-06,22469604307,9.39E-06,2.07461E+11,1.17E-05,3.74E-05,0.660453506,0.201162601,0.255021375,0.255021375
-83.34779075,0.024852907,7819205948,8.14E-06,19024363305,1.00E-05,1.9706E+11,1.06E-05,4.40E-06,0.837029723,0.13301165,0.159904479,0.159904479
-75.54081102,0.03404479,13878770865,1.25E-05,16804752173,5.63E-06,2.07264E+11,1.26E-05,7.26E-06,0.950105429,0.141432941,0.213553655,0.213553655
