DeltaT,t_cement,E_cement,alpha_cement,E_rock,alpha_rock,E_steel,alpha_steel,a0_interface,k_contact,r_inner,t_steel,k_cement,y_cc_max_jump_mm,y_cr_max_jump_mm,y_all_max_jump_mm
-54.13823154,0.051646559,16583693163,7.43E-06,10483358450,1.16E-05,2.03956E+11,1.24E-05,4.10E-05,0.156603449,0.15282928,0.020749818,0.847990688,0.252763419,0.173918701,0.252763419
-49.53507885,0.027545337,5033547507,1.41E-05,41231194046,4.43E-06,1.98838E+11,1.15E-05,1.29E-06,4.613119797,0.120382612,0.016373656,1.088854293,0.104497501,0.258345446,0.258345446
-21.74593819,0.042858099,12671296914,9.42E-06,22940397185,7.34E-06,2.05264E+11,1.07E-05,9.70E-06,1.851320849,0.14783917,0.012216285,0.512446567,0.180560608,0.180934499,0.180934499
-74.57929241,0.016647517,6533372345,1.21E-05,5506217075,8.65E-06,1.90068E+11,1.33E-05,3.05E-05,0.390270949,0.178668406,0.024907783,1.782565315,0.190135474,0.342113737,0.342113737
-65.45062212,0.047855602,3521652455,1.16E-05,8899571872,1.30E-05,2.09591E+11,1.02E-05,3.72E-06,3.054792937,0.135294335,0.022851637,0.628549164,0.163115591,0.242873752,0.242873752
-30.83990427,0.023051185,19714089459,1.08E-05,27195074567,5.27E-06,1.94474E+11,1.38E-05,1.18E-05,0.235782547,0.191128148,0.014430532,1.448786694,0.25632216,0.28791929,0.28791929
-40.44118565,0.058050161,7639028347,1.36E-05,49324141121,8.19E-06,2.00877E+11,1.29E-05,8.85E-05,0.669008684,0.165264394,0.018385367,0.768108884,0.250619069,0.318852667,0.318852667
-63.26700062,0.032542602,8719676124,8.83E-06,17119966156,1.01E-05,1.95682E+11,1.10E-05,2.81E-06,1.076489545,0.107813149,0.018897397,1.198564167,0.130266058,0.166023306,0.166023306
-57.66432783,0.038591267,6968038421,1.02E-05,32590568545,9.43E-06,2.08692E+11,1.04E-05,4.44E-06,0.287506611,0.101590207,0.021364145,1.616298185,0.118273808,0.1881934,0.1881934
-38.5443447,0.018000187,10365985314,1.15E-05,11301590742,6.30E-06,1.93496E+11,1.37E-05,1.40E-05,1.206822086,0.171487289,0.01535386,0.672094054,0.20929638,0.27220879,0.27220879
-32.75189299,0.05019222,3159085301,8.20E-06,5934967678,4.65E-06,2.02402E+11,1.25E-05,5.93E-05,3.398201409,0.197405976,0.012833391,1.396536783,0.273550202,0.23925152,0.273550202
-71.03911988,0.03171051,23054553805,1.35E-05,18130479790,1.11E-05,1.97285E+11,1.14E-05,1.87E-06,0.102091629,0.129016462,0.023883622,0.786259617,0.172851205,0.263758969,0.263758969
-76.4763752,0.056598613,13837685010,1.48E-05,29321903432,1.03E-05,2.03058E+11,1.21E-05,4.67E-05,0.792986628,0.18494628,0.021831444,1.110801267,0.244455715,0.428321006,0.428321006
-27.34928466,0.036710567,5474446901,7.54E-06,7031513914,7.70E-06,1.97863E+11,1.19E-05,1.48E-06,0.436132838,0.141561343,0.015045256,0.985610248,0.195451833,0.160134451,0.195451833
-43.94679701,0.043591558,18415401704,1.28E-05,13528207877,6.05E-06,2.06786E+11,1.08E-05,6.21E-06,0.173696668,0.114159717,0.017361602,1.898464013,0.133541665,0.243180952,0.243180952
-52.22694242,0.024406643,4287530601,9.55E-06,53190682198,1.19E-05,1.91668E+11,1.32E-05,1.97E-05,1.991338085,0.159052221,0.019514106,0.570425368,0.227490215,0.223295869,0.227490215
-51.13796523,0.044766024,10897127880,1.40E-05,5079276170,7.58E-06,1.9962E+11,1.10E-05,1.63E-05,0.220456148,0.160021487,0.023033178,1.285260746,0.184730881,0.345070203,0.345070203
-45.18692205,0.025976697,7321038241,8.70E-06,21136034453,1.07E-05,2.04425E+11,1.31E-05,5.19E-06,2.566492953,0.11668157,0.013785587,0.708745145,0.168533879,0.154611658,0.168533879
-24.22057021,0.055663698,23445304430,1.20E-05,38079033631,1.24E-05,1.90849E+11,1.22E-05,2.17E-06,0.904408997,0.139426404,0.017753216,1.504042654,0.18336035,0.280632665,0.280632665
-79.45605896,0.034765,3211073221,1.07E-05,9693627983,5.93E-06,2.05731E+11,1.18E-05,6.90E-05,0.625526273,0.184371545,0.019066144,0.612296301,0.245122527,0.27597047,0.27597047
-69.83286981,0.049413946,5383204416,9.04E-06,15831483701,6.74E-06,1.94006E+11,1.26E-05,1.66E-06,3.983531046,0.126861398,0.020161605,1.733426396,0.187155913,0.207872863,0.207872863
-33.87474425,0.029921413,13613670705,1.23E-05,45556708789,9.31E-06,2.08811E+11,1.13E-05,5.24E-05,0.141575381,0.196801962,0.016612723,0.532497742,0.236168504,0.307033082,0.307033082
-35.53261703,0.039922374,4078556016,7.05E-06,25057955671,1.10E-05,1.95213E+11,1.05E-05,2.22E-05,0.352816917,0.172476484,0.012442558,1.003109363,0.207135032,0.182328304,0.207135032
-60.76099927,0.019726711,17527454033,1.43E-05,8210137304,5.09E-06,2.00096E+11,1.36E-05,6.99E-06,1.598668457,0.104141145,0.024332365,0.910349488,0.119302121,0.244617241,0.244617241
-62.59905156,0.059842599,4481231071,1.26E-05,19605930417,5.43E-06,1.93028E+11,1.28E-05,1.14E-06,0.520737408,0.110369422,0.022432325,0.567842788,0.191523081,0.21291912,0.21291912
-41.1941357,0.0333244,14772151520,9.92E-06,6425759739,1.26E-05,2.07911E+11,1.11E-05,3.64E-05,0.85075811,0.166248255,0.01479347,1.928640014,0.16604285,0.268352532,0.268352532
-28.2274328,0.046132432,6012608044,1.46E-05,12265439888,9.65E-06,1.96815E+11,1.01E-05,2.72E-05,2.136429048,0.190531009,0.017148001,0.929351477,0.171523253,0.364784421,0.364784421
-67.97975199,0.021723592,11666936562,7.92E-06,35327060950,8.35E-06,2.0162E+11,1.40E-05,8.64E-06,0.207390203,0.133132401,0.020076803,1.165624979,0.222106366,0.166279177,0.222106366
-73.79429935,0.041286077,21421599537,8.32E-06,57661234814,4.02E-06,1.98645E+11,1.06E-05,1.02E-05,1.330776822,0.178100543,0.021169885,0.825991475,0.219478609,0.218800101,0.219478609
-22.38184335,0.015470901,3824815616,1.31E-05,14683061824,1.17E-05,2.03527E+11,1.34E-05,3.20E-06,0.331907361,0.145697357,0.016011474,1.31473544,0.144252969,0.279788705,0.279788705
-47.03982305,0.053590145,9794380374,1.03E-05,7613559899,8.80E-06,1.92449E+11,1.23E-05,2.41E-06,0.117858911,0.122909798,0.01345282,0.683427319,0.197090959,0.179327887,0.197090959
-56.78457797,0.02847811,8575832276,1.11E-05,31710502372,6.94E-06,2.07254E+11,1.17E-05,7.58E-05,3.747208458,0.153793209,0.023727547,1.606158274,0.151891441,0.279320108,0.279320108
-55.90736307,0.042144656,3043357066,1.44E-05,16600979672,8.45E-06,1.91012E+11,1.12E-05,5.30E-06,0.134644987,0.193605416,0.015211101,0.656882483,0.242305559,0.365608426,0.365608426
-47.79567335,0.017334826,22206415812,7.24E-06,50743319481,9.83E-06,2.06207E+11,1.28E-05,1.68E-05,4.200211717,0.136210622,0.022021092,1.648597822,0.17083243,0.166332298,0.17083243
-23.73478198,0.052340733,6767501328,1.25E-05,26314726205,1.27E-05,1.9977E+11,1.39E-05,7.04E-05,1.491466433,0.107386663,0.019678364,0.802587205,0.183104815,0.216963141,0.216963141
-72.56158089,0.026827772,10069316127,9.23E-06,9130672610,5.61E-06,2.04887E+11,1.01E-05,2.24E-06,0.379136898,0.163273888,0.017552837,1.3641134,0.156567121,0.231616947,0.231616947
-67.21221486,0.057362848,18642227416,1.05E-05,5645723273,7.04E-06,1.95359E+11,1.34E-05,5.22E-05,2.47275504,0.11983253,0.01559429,0.96626042,0.20162181,0.206842588,0.206842588
-29.10809478,0.033256052,4340775348,1.18E-05,22211049544,8.98E-06,2.00554E+11,1.05E-05,1.64E-06,0.228397085,0.150718229,0.021580771,1.136384657,0.156581418,0.268439768,0.268439768
-42.42251925,0.04857317,14601833009,8.53E-06,42391397315,1.18E-05,1.94172E+11,1.17E-05,6.97E-06,0.573547903,0.181073957,0.024125639,0.584010757,0.265864174,0.219053421,0.265864174
-61.25685651,0.022357004,5776203368,1.38E-05,10171632789,4.20E-06,2.0929E+11,1.24E-05,2.20E-05,0.984813044,0.14868069,0.013048431,1.860080853,0.115344567,0.310336747,0.310336747
-59.41812428,0.050883697,12309833058,1.12E-05,54970137080,5.83E-06,1.96334E+11,1.30E-05,3.17E-05,0.315624548,0.142402868,0.014186953,1.062904571,0.222816738,0.241834284,0.241834284
-36.760765,0.031001225,6348020534,1.04E-05,13185800155,1.22E-05,2.01451E+11,1.09E-05,1.01E-06,1.402985456,0.187351825,0.022638209,0.86614566,0.196349069,0.293885322,0.293885322
-34.75469857,0.037875114,15980342871,1.32E-05,7251333539,1.06E-05,1.92572E+11,1.18E-05,7.52E-06,3.496375493,0.156941165,0.018658579,1.81689122,0.150595506,0.336944807,0.336944807
-69.0651248,0.018695782,4849617036,8.38E-06,28501826366,7.40E-06,2.07768E+11,1.22E-05,2.39E-05,0.126665323,0.11360964,0.018167178,0.501205672,0.169441952,0.135546541,0.169441952
-78.22309062,0.04430084,8062975522,7.85E-06,17634275102,4.98E-06,1.91989E+11,1.13E-05,3.61E-06,0.819789124,0.169496778,0.01621101,1.418481125,0.222069196,0.212068405,0.222069196
-25.57284322,0.023715172,9202675499,1.46E-05,6116855753,1.08E-05,2.07107E+11,1.27E-05,1.14E-05,0.539554948,0.101163727,0.02055702,0.643978857,0.119025622,0.225292465,0.225292465
-45.94255017,0.055903021,3565959297,9.87E-06,11022330996,9.20E-06,1.98167E+11,1.35E-05,8.55E-05,0.19013572,0.129932755,0.024740377,1.225398276,0.231777317,0.215063219,0.231777317
-50.26005698,0.037426713,19964035189,1.26E-05,33660758925,6.56E-06,2.03362E+11,1.04E-05,2.69E-06,2.326067192,0.199883237,0.012028249,0.753502657,0.193110108,0.341160528,0.341160528
-52.87710609,0.054948875,6038611805,8.90E-06,8484883093,1.12E-05,2.05425E+11,1.37E-05,1.20E-06,0.25629052,0.194227045,0.01576792,1.975187124,0.319381948,0.282431204,0.319381948
-43.41799794,0.035461926,11716292802,1.37E-05,24423957797,4.83E-06,1.90542E+11,1.03E-05,3.77E-05,2.81749153,0.125847449,0.020956482,0.555742572,0.130105507,0.246609183,0.246609183
-26.23804569,0.045456085,4768793115,1.09E-05,46981372317,6.40E-06,2.04106E+11,1.14E-05,2.83E-05,1.122101325,0.104860593,0.023488754,1.143196217,0.136779271,0.196805251,0.196805251
-77.46739399,0.025265995,15721626854,1.17E-05,15388860571,9.61E-06,1.99301E+11,1.26E-05,8.92E-06,0.64359835,0.174759965,0.013234657,0.949935635,0.204643133,0.303379532,0.303379532
-71.56495824,0.039225452,9358661334,1.21E-05,9428234059,1.20E-05,2.01022E+11,1.20E-05,1.30E-05,4.928158686,0.117329302,0.014630849,1.343196032,0.139124739,0.245113217,0.245113217
-32.11292978,0.020441527,8195656211,9.35E-06,39245646859,6.23E-06,1.96139E+11,1.21E-05,4.12E-06,0.146360684,0.162230199,0.022239553,0.80649314,0.21210982,0.211648813,0.21210982
-37.54301148,0.050124644,20986949626,1.41E-05,20613569666,7.81E-06,2.09759E+11,1.31E-05,3.09E-06,0.41212319,0.181673032,0.01990942,1.571555879,0.247863816,0.394421479,0.394421479
-58.77947254,0.029231359,3746614320,7.37E-06,5246016093,1.04E-05,1.94955E+11,1.08E-05,9.81E-05,1.749968476,0.13829191,0.016959989,0.696867936,0.169211491,0.157099849,0.169211491
-64.38282438,0.046825275,24943390915,9.75E-06,30748921798,8.54E-06,2.01919E+11,1.16E-05,1.47E-05,0.474127142,0.144562869,0.016778593,0.724899628,0.205782609,0.208753532,0.208753532
-39.44008891,0.021004698,3416572623,1.29E-05,7832547998,7.17E-06,1.97115E+11,1.25E-05,4.61E-06,0.731468049,0.175402023,0.020351278,1.259736122,0.162470887,0.336498799,0.336498799
-30.20164961,0.059130572,10941446448,7.72E-06,14207619167,4.32E-06,2.08237E+11,1.33E-05,1.96E-06,2.075480726,0.156001916,0.024496648,0.599676395,0.271673116,0.167512727,0.271673116
-65.97666746,0.034013125,7350091960,1.50E-05,59158025876,1.14E-05,1.93354E+11,1.06E-05,6.17E-05,0.167078133,0.123557537,0.012633818,1.539243964,0.120478828,0.267971512,0.267971512
-75.57056198,0.054309043,3994775051,1.33E-05,36222439513,9.95E-06,2.06325E+11,1.38E-05,1.39E-06,1.289093875,0.16853173,0.014026042,0.543358235,0.286570286,0.302920785,0.302920785
-20.63536396,0.02778526,17164613899,8.00E-06,11875590294,8.01E-06,1.9152E+11,1.02E-05,4.41E-05,0.268667912,0.111088877,0.023249829,1.694870645,0.120432972,0.149446109,0.149446109
-49.00650106,0.040597348,5142403023,1.13E-05,6606635666,5.17E-06,2.02582E+11,1.11E-05,1.85E-05,0.107821657,0.132118457,0.019308185,0.889418748,0.17912212,0.216104814,0.216104814
-54.78908945,0.016182935,13006768559,1.00E-05,19023120064,1.28E-05,1.97698E+11,1.30E-05,5.87E-06,3.212522686,0.187956085,0.01796828,1.02418002,0.202830818,0.291699271,0.291699271
-55.17679092,0.0483142,5546723712,1.29E-05,49963356529,1.02E-05,1.95008E+11,1.26E-05,2.32E-06,0.120954879,0.128365741,0.01997311,0.6037455,0.210295265,0.235982732,0.235982732
-48.52993622,0.022493537,14029083431,9.66E-06,16060709746,7.73E-06,2.00281E+11,1.15E-05,7.36E-05,3.659531677,0.19826358,0.017252497,1.516464796,0.181516513,0.290934429,0.290934429
-20.18804593,0.057805796,4237974291,1.49E-05,9089364111,6.00E-06,1.93899E+11,1.03E-05,1.73E-05,1.468468637,0.171026749,0.014694141,0.737757346,0.182741954,0.334719978,0.334719978
-76.10468345,0.032688263,18210025995,7.68E-06,25676512742,1.19E-05,2.08938E+11,1.37E-05,5.51E-06,0.301392466,0.102648685,0.022530871,1.254622091,0.183813317,0.144680299,0.183813317
-66.48161588,0.052808271,10488075014,8.09E-06,22299198582,9.38E-06,1.90663E+11,1.08E-05,2.12E-05,2.361457611,0.158583887,0.023628517,0.883431872,0.212805407,0.206108473,0.212805407
-29.84232726,0.026284574,7045133548,1.34E-05,5789755871,6.33E-06,2.05937E+11,1.32E-05,6.68E-06,0.187205209,0.115201245,0.013552659,1.039550023,0.150253087,0.222842404,0.222842404
-38.8757528,0.04191062,22749416442,1.01E-05,10323712729,4.60E-06,1.99493E+11,1.21E-05,1.59E-06,0.53124387,0.140894101,0.015907289,0.533881121,0.2047741,0.189736576,0.2047741
-64.79993224,0.017496293,3116233650,1.14E-05,43842128526,1.11E-05,2.04532E+11,1.20E-05,5.02E-05,0.832254185,0.185796518,0.021273292,1.701793802,0.15563607,0.334654407,0.334654407
-59.15264001,0.056447631,19496283980,1.37E-05,12756705633,1.29E-05,1.92341E+11,1.07E-05,2.46E-05,0.362062826,0.179568288,0.018965214,1.163485656,0.208444969,0.38436259,0.38436259
-37.02261576,0.036960596,3480583432,8.94E-06,54125076499,5.38E-06,2.07381E+11,1.33E-05,7.82E-06,1.560985252,0.147122377,0.017853337,0.946069275,0.22212255,0.197046475,0.22212255
-31.68037463,0.044143541,8839357278,1.17E-05,27810503058,8.09E-06,1.9844E+11,1.24E-05,1.04E-06,4.395947132,0.121472246,0.013683469,1.988568706,0.142938056,0.243141489,0.243141489
-72.14313947,0.023953366,7740698481,1.10E-05,7218544552,1.02E-05,2.03713E+11,1.16E-05,3.30E-05,0.128582581,0.152312932,0.023136073,0.547523972,0.202169207,0.237843954,0.237843954
-77.95757953,0.03773717,4964344450,9.31E-06,6272922656,1.15E-05,1.96689E+11,1.30E-05,2.62E-06,0.999726396,0.108919639,0.024229754,1.544161522,0.168076545,0.193576795,0.193576795
-25.83466358,0.018953331,16367241792,1.20E-05,17704218331,4.54E-06,2.01728E+11,1.11E-05,8.24E-05,0.564747531,0.164755748,0.012544366,0.699707089,0.140234211,0.263563034,0.263563034
-42.86819583,0.051447318,6606886029,7.28E-06,34812625091,7.25E-06,1.92843E+11,1.01E-05,1.10E-05,0.224890515,0.192035304,0.016512095,1.334140556,0.232273302,0.210936539,0.232273302
-53.33804483,0.030554119,12818149474,1.40E-05,11187156558,8.76E-06,2.08116E+11,1.38E-05,3.46E-06,2.510224132,0.134593971,0.020263018,0.818604954,0.181197505,0.289858987,0.289858987
-50.79521021,0.049570421,3909438251,1.04E-05,23859681086,4.13E-06,2.00751E+11,1.00E-05,9.29E-06,0.169602122,0.133600387,0.023783503,1.804621386,0.157702613,0.232800422,0.232800422
-45.49626032,0.029687863,21887888421,1.12E-05,8435992272,1.16E-05,1.95789E+11,1.39E-05,2.93E-05,2.043525961,0.189489132,0.01293432,0.50871673,0.28149014,0.284407414,0.284407414
-25.09730656,0.039375884,8411417530,8.47E-06,14870651456,8.91E-06,2.09406E+11,1.29E-05,3.91E-05,0.720210142,0.166915197,0.015250963,1.044343933,0.240680205,0.210193749,0.240680205
-78.61182384,0.020196466,9599981476,1.32E-05,46317250885,6.84E-06,1.94679E+11,1.12E-05,1.23E-06,0.481286905,0.109518883,0.021466264,0.869664394,0.101527749,0.233884694,0.233884694
-69.48303197,0.045625614,15062139974,1.45E-05,40639653028,5.54E-06,2.05156E+11,1.23E-05,9.40E-05,3.068007857,0.154443486,0.019412296,1.233738888,0.187609692,0.356690519,0.356690519
-34.19116534,0.025040032,4571003389,7.81E-06,9558029464,1.25E-05,1.90195E+11,1.17E-05,2.99E-06,0.112851627,0.12205175,0.017464215,0.742368072,0.173592879,0.139312186,0.173592879
-36.40224552,0.054414093,11412015829,1.25E-05,5373164298,9.76E-06,2.0375E+11,1.05E-05,3.98E-06,0.281203075,0.146157501,0.014943845,1.443673012,0.165671951,0.290457613,0.290457613
-59.923872,0.035937871,5884980287,9.79E-06,20719775551,8.25E-06,1.99024E+11,1.34E-05,1.26E-05,1.231097336,0.177041669,0.021932071,0.641377922,0.278553526,0.24975438,0.278553526
-61.83584061,0.040821986,13345730483,7.16E-06,7787397548,6.77E-06,2.066E+11,1.22E-05,6.42E-05,0.653355619,0.183264563,0.024803286,0.78858061,0.277833136,0.196798704,0.277833136
-41.9907634,0.01601207,5279099953,1.44E-05,30038588035,9.26E-06,1.91874E+11,1.18E-05,2.02E-06,1.104766745,0.139934558,0.01231998,1.369640666,0.076945514,0.278398826,0.278398826
-28.58849837,0.053829016,17905930750,9.19E-06,58321915358,1.10E-05,2.02931E+11,1.09E-05,4.83E-06,2.773950417,0.115773875,0.016275112,0.652439515,0.157010933,0.160795279,0.160795279
-67.58618521,0.02831597,4169499942,1.24E-05,13729154995,5.04E-06,1.9797E+11,1.31E-05,1.52E-05,0.260177459,0.160721311,0.020849146,1.673321391,0.206036322,0.307614452,0.307614452
-73.02354781,0.058675393,7164769751,1.18E-05,12039049120,7.61E-06,2.02197E+11,1.04E-05,5.64E-06,1.671138283,0.103241057,0.01879756,0.594388929,0.140163211,0.19340671,0.19340671
-23.18601163,0.034568683,10660322708,1.06E-05,37509150185,1.07E-05,1.9747E+11,1.35E-05,1.79E-05,0.431376891,0.173193071,0.018484395,1.852548689,0.234330611,0.286949107,0.286949107
-47.393323,0.047074418,3275798518,1.39E-05,19121176898,1.24E-05,2.08585E+11,1.27E-05,4.22E-05,0.153197556,0.195712076,0.014327123,0.972826924,0.283206168,0.380434327,0.380434327
-56.3985768,0.020858338,23902661040,8.57E-06,6766745305,5.88E-06,1.93623E+11,1.14E-05,1.34E-06,4.706188189,0.127377493,0.022955823,1.11960404,0.138835862,0.177432684,0.177432684
-57.15762384,0.058519239,9100947846,9.98E-06,41797018140,4.86E-06,2.09867E+11,1.18E-05,2.97E-05,0.103685106,0.112504251,0.01273404,0.923087859,0.175429144,0.168686203,0.175429144
-46.51932005,0.032000954,7968994025,1.27E-05,10855262087,1.09E-05,1.94827E+11,1.21E-05,9.34E-06,3.347524188,0.157447873,0.024395624,1.183134108,0.170004998,0.321597582,0.321597582
-21.9491666,0.047620026,20238252746,7.99E-06,5534770415,9.08E-06,2.01227E+11,1.31E-05,1.25E-06,1.188835927,0.186442731,0.020454278,0.557946357,0.301115585,0.199595251,0.301115585
-68.47004483,0.042597933,6260910664,1.30E-05,27039264646,5.71E-06,2.04233E+11,1.36E-05,2.89E-06,1.902641208,0.198984561,0.018069988,0.6880588,0.300542117,0.357896266,0.357896266
-27.82417228,0.016782843,12148844198,8.27E-06,8694247928,1.23E-05,1.99194E+11,1.04E-05,9.18E-05,0.181883594,0.13064769,0.019205668,1.58241082,0.130966868,0.16835719,0.16835719
-40.64444087,0.052090703,4904075573,1.11E-05,16877242269,1.05E-05,2.05611E+11,1.13E-05,1.22E-05,0.456693536,0.100072235,0.023351138,0.840653949,0.144541075,0.189404335,0.189404335
-63.06011189,0.026978755,16165906277,1.03E-05,47661155611,7.50E-06,1.90337E+11,1.27E-05,3.88E-06,0.757658847,0.170014331,0.013925511,1.309386889,0.205683034,0.264545568,0.264545568
-61.14880802,0.043452065,4398111226,8.63E-06,11702549409,7.02E-06,2.02786E+11,1.40E-05,1.80E-06,0.396382147,0.163743324,0.013339256,1.477814407,0.27011334,0.221351732,0.27011334
-35.05617378,0.024662651,18899967197,1.39E-05,33037737278,9.02E-06,1.97513E+11,1.01E-05,5.68E-05,1.823621824,0.106343196,0.023384963,0.614798613,0.087013863,0.215851095,0.215851095
-33.42753351,0.057163784,5709383145,1.06E-05,18570483474,1.18E-05,2.06432E+11,1.12E-05,1.35E-05,4.544057139,0.136875926,0.021055129,1.276611895,0.171954954,0.248949406,0.248949406
-70.36711287,0.036265001,14439133166,1.19E-05,5965758508,4.24E-06,1.91393E+11,1.28E-05,4.27E-06,0.159057169,0.192756279,0.015668496,0.719383757,0.287217073,0.306430166,0.306430166
-79.96088579,0.050738037,22467369351,1.23E-05,6869304617,8.43E-06,2.08423E+11,1.17E-05,2.04E-05,1.028471344,0.149332616,0.017059724,1.020905134,0.196945326,0.292318309,0.292318309
-23.86114057,0.031245589,3077110164,9.11E-06,29153839090,9.87E-06,1.93149E+11,1.23E-05,6.49E-06,0.700588836,0.180214494,0.019810488,0.906655622,0.233184597,0.241311916,0.241311916
-44.62246435,0.038432762,9936265647,1.43E-05,51397212723,1.26E-05,2.02046E+11,1.35E-05,1.53E-06,0.24691021,0.151176912,0.022342859,1.745192032,0.208386803,0.353814769,0.353814769
-51.55496581,0.018237184,6675554325,7.11E-06,13336438916,5.64E-06,1.97007E+11,1.06E-05,4.86E-05,2.918557105,0.118775258,0.014526758,0.524619074,0.133428438,0.121701303,0.133428438
-52.80604811,0.040090707,16826682264,1.14E-05,21674538571,9.99E-06,1.94358E+11,1.34E-05,6.63E-05,0.198137586,0.124455769,0.018270967,1.406031995,0.196167248,0.232434678,0.232434678
-43.51514844,0.019499541,3917544984,1.01E-05,5099266256,7.99E-06,2.09085E+11,1.07E-05,2.11E-06,2.237230423,0.155286536,0.018553981,0.774650721,0.139176405,0.232169887,0.232169887
-26.82980984,0.048880361,13287763487,1.34E-05,10025793161,5.21E-06,1.95486E+11,1.15E-05,4.96E-06,0.890903689,0.176493119,0.022737635,1.645023891,0.191553938,0.368426367,0.368426367
-76.85045283,0.030398565,5257015222,8.14E-06,38650013471,1.28E-05,2.00446E+11,1.24E-05,1.58E-05,0.497502155,0.144044919,0.014088305,0.669374709,0.212399102,0.178086876,0.212399102
-71.50097951,0.055111015,3343733196,7.61E-06,44075980149,8.58E-06,1.99974E+11,1.11E-05,7.28E-06,3.805973332,0.189061126,0.012127182,1.885629579,0.234703492,0.242441533,0.242441533
-32.20300104,0.035223055,24400706256,1.48E-05,15588810309,7.15E-06,2.04701E+11,1.29E-05,2.29E-05,0.116096319,0.131611401,0.02464064,0.578981026,0.202967431,0.27068659,0.27068659
-38.14188706,0.044914916,7498080671,9.60E-06,8010749722,4.36E-06,1.91119E+11,1.38E-05,5.47E-05,0.326945491,0.11199767,0.020661109,1.09141795,0.195231079,0.174943811,0.195231079
-58.15541996,0.025730086,11155132924,1.28E-05,24943760392,1.14E-05,2.0608E+11,1.02E-05,1.72E-06,1.351638948,0.167829964,0.016107705,0.989607118,0.122805027,0.310131955,0.310131955
-63.80204655,0.053136173,8377033593,1.42E-05,6451033780,1.21E-05,1.98294E+11,1.14E-05,8.30E-06,0.59765181,0.174107833,0.017653863,0.521548527,0.234695975,0.331634246,0.331634246
-39.9947742,0.029034865,9562314593,7.48E-06,20105498173,6.11E-06,2.03255E+11,1.25E-05,2.63E-05,0.947028757,0.105719851,0.019578141,1.775371677,0.146833182,0.137211703,0.146833182
-30.36426032,0.041534012,3674747287,1.22E-05,35856861036,7.91E-06,1.92175E+11,1.37E-05,3.50E-05,2.687422357,0.125388513,0.022123306,0.853765311,0.194186075,0.23916488,0.23916488
-65.83923375,0.015323345,20570609926,9.49E-06,12685701591,1.03E-05,2.06902E+11,1.03E-05,1.11E-06,0.210633438,0.195284063,0.015108103,1.072766316,0.172659805,0.271345128,0.271345128
-74.99732116,0.04635552,11945979417,1.08E-05,14457957790,1.13E-05,1.9268E+11,1.32E-05,7.90E-05,1.623631933,0.137821982,0.013150946,0.754697524,0.219473834,0.226205828,0.226205828
-21.18251225,0.021551188,6159744424,1.15E-05,55787205251,4.71E-06,2.07641E+11,1.09E-05,2.49E-06,0.347563398,0.182716007,0.024023933,1.203437329,0.157110479,0.302236463,0.302236463
-49.17668097,0.059364122,15378452671,8.76E-06,31566064603,6.50E-06,1.96539E+11,1.19E-05,3.32E-06,0.139466517,0.161564356,0.021681303,0.62430651,0.257186447,0.192943611,0.257186447
-54.64408655,0.03385665,4667463926,1.35E-05,7428642914,9.49E-06,2.01265E+11,1.20E-05,1.05E-05,4.04575731,0.1181779,0.01549298,1.470501091,0.118693449,0.267505729,0.267505729
-54.38362863,0.038089373,11350313845,8.23E-06,26021202943,5.55E-06,1.91898E+11,1.27E-05,5.61E-05,1.225710699,0.105326406,0.016886404,1.90586867,0.151711687,0.155087883,0.155087883
-49.31903586,0.018602328,5850327944,1.35E-05,9034454882,1.27E-05,2.07171E+11,1.13E-05,1.77E-06,0.28321544,0.174489535,0.019837019,0.573038724,0.162212037,0.331113838,0.331113838
-21.03922976,0.051097945,15105765688,1.02E-05,16236858234,9.77E-06,1.98258E+11,1.04E-05,7.50E-06,0.100568052,0.194109179,0.022167157,1.103122932,0.241811803,0.279955741,0.279955741
-75.25687562,0.03090778,4581736186,1.14E-05,49541139752,8.47E-06,2.03297E+11,1.35E-05,2.36E-05,3.451381999,0.126551274,0.014557257,0.97945874,0.177092297,0.22986877,0.22986877
-65.68862347,0.056095255,8483676649,1.28E-05,43471220851,4.14E-06,1.96264E+11,1.09E-05,4.92E-06,0.442952432,0.181553615,0.013308658,1.390173497,0.211337047,0.350613481,0.350613481
-30.63114258,0.037311426,9687807527,9.52E-06,10437235013,1.18E-05,2.01538E+11,1.30E-05,1.57E-05,0.781139376,0.138997237,0.023560765,0.783206004,0.213057761,0.206013153,0.213057761
-39.72699564,0.044493082,3846386475,1.48E-05,5754726015,8.92E-06,1.92642E+11,1.22E-05,6.56E-05,1.961591088,0.117796567,0.021028499,1.626451415,0.132931054,0.305109491,0.305109491
-63.95172209,0.023599873,21545354217,7.51E-06,22599196577,7.07E-06,2.07681E+11,1.18E-05,2.08E-06,0.176412347,0.16195817,0.015841915,0.676774868,0.225412716,0.170869132,0.225412716
-58.36371204,0.05245615,3297219074,9.39E-06,7140131740,7.43E-06,1.95443E+11,1.06E-05,3.36E-06,4.685296542,0.155686454,0.017894286,0.763831755,0.196002213,0.217106455,0.217106455
-37.81549195,0.026635498,24070614644,1.22E-05,28048184620,1.06E-05,2.00482E+11,1.34E-05,1.06E-05,0.154266954,0.124068333,0.019236168,1.189473717,0.180294974,0.230928128,0.230928128
