DeltaT,t_cement,E_cement,alpha_cement,E_rock,alpha_rock,E_steel,alpha_steel,a0_interface,k_contact,r_inner,t_steel,k_cement,y_cc_max_jump_mm,y_cr_max_jump_mm,y_all_max_jump_mm
-33.38930521,0.038390281,3551604501,7.67E-06,6568565703,6.50E-06,2.0903E+11,1.27E-05,9.67E-06,0.215789788,0.169395642,0.015157974,0.943674067,0.258377889,0.183765857,0.258377889
-70.28494932,0.018200121,19894929622,1.49E-05,18902008457,9.49E-06,1.93756E+11,1.13E-05,3.07E-05,2.619841406,0.101057245,0.02197164,1.160532345,0.062248323,0.232162034,0.232162034
-79.94096894,0.043390509,12343460053,1.34E-05,30869933702,1.21E-05,2.05786E+11,1.22E-05,3.75E-06,0.357852366,0.156852335,0.024175562,0.820679451,0.222289169,0.327279774,0.327279774
-23.7679898,0.024606686,6361965197,8.07E-06,7858594558,6.12E-06,1.90747E+11,1.18E-05,1.18E-05,1.578597481,0.113515463,0.013101037,1.337540981,0.131572491,0.142501076,0.142501076
-44.70144054,0.057102044,15891573709,1.14E-05,14160597536,7.91E-06,2.04683E+11,1.09E-05,8.87E-05,3.964161614,0.142485692,0.015645997,0.701486942,0.183640006,0.233892733,0.233892733
-51.58997277,0.036208829,4820259880,1.01E-05,58926406683,1.03E-05,1.9941E+11,1.30E-05,2.79E-06,0.14251999,0.187427788,0.02162961,1.548083301,0.28471496,0.288346224,0.288346224
-52.7119655,0.055155781,9398806449,1.44E-05,5627014397,5.71E-06,1.91721E+11,1.08E-05,1.15E-06,3.429923264,0.181780174,0.024548828,0.872168185,0.207223666,0.383972811,0.383972811
-43.49433238,0.035273239,8234941373,7.18E-06,22123994067,1.23E-05,2.06683E+11,1.31E-05,3.63E-05,0.101088564,0.138392191,0.012682531,1.047354775,0.230602642,0.146724275,0.230602642
-26.86391715,0.044959887,20902794719,1.24E-05,42557997929,1.05E-05,1.98122E+11,1.21E-05,2.73E-05,0.28683106,0.11721596,0.016827796,0.510186021,0.172815536,0.200923198,0.200923198
-76.92849763,0.025780453,3733583002,9.17E-06,10205402632,7.50E-06,2.02849E+11,1.20E-05,8.59E-06,1.208671806,0.16211151,0.020404159,1.809807208,0.182260755,0.244389731,0.244389731
-71.52410138,0.040116128,6055202671,1.06E-05,16505229244,4.87E-06,1.97377E+11,1.26E-05,1.01E-05,0.178195882,0.10478397,0.019255726,0.639533353,0.174175466,0.168641768,0.174175466
-32.29935549,0.01953053,11741833674,1.19E-05,50419987125,1.09E-05,2.02338E+11,1.14E-05,3.21E-06,1.944045513,0.174677994,0.017918507,1.439530586,0.127833407,0.314840616,0.314840616
-38.05879166,0.048905966,4742224000,8.58E-06,26483349310,9.09E-06,1.93717E+11,1.03E-05,2.40E-06,0.780184716,0.194322076,0.013976957,0.740241808,0.230392923,0.230834472,0.230834472
-58.11629245,0.03042976,15626700377,1.39E-05,9183597423,6.66E-06,2.08443E+11,1.37E-05,7.63E-05,0.444077241,0.12593562,0.023197872,1.2301841,0.17188738,0.28394871,0.28394871
-63.71940803,0.046331781,3981846899,1.12E-05,17565158711,8.42E-06,1.95931E+11,1.30E-05,1.64E-05,1.854040622,0.132213487,0.023538155,1.67813878,0.187941135,0.265490673,0.265490673
-39.95610535,0.02152186,17100486921,1.05E-05,6096585829,9.87E-06,2.00657E+11,1.11E-05,5.15E-06,0.389378771,0.188044254,0.013287735,0.65432045,0.190932764,0.269658757,0.269658757
-30.38783906,0.059340182,5168473478,1.32E-05,11058924800,1.26E-05,1.94538E+11,1.02E-05,2.18E-06,0.155074689,0.168455105,0.015819902,1.373596602,0.191213784,0.338893467,0.338893467
-65.93604686,0.033827141,13065733447,8.45E-06,33793046536,5.65E-06,2.09499E+11,1.38E-05,6.88E-05,4.65588701,0.111006906,0.021004997,0.790846776,0.191015627,0.152895467,0.191015627
-75.03188713,0.053087662,24797999685,7.80E-06,54619869506,7.02E-06,1.90277E+11,1.06E-05,1.66E-06,0.681232924,0.155888575,0.019860534,1.116384014,0.205766473,0.197825645,0.205766473
-21.26101391,0.028980957,3398581523,1.45E-05,13109747108,9.02E-06,2.05004E+11,1.33E-05,5.27E-05,1.059051625,0.12343885,0.016908231,0.970035457,0.143370394,0.270715227,0.270715227
-49.08305701,0.04148532,10968668209,9.80E-06,7293365300,1.18E-05,1.98941E+11,1.25E-05,2.21E-05,2.98207764,0.144670012,0.014578192,1.847242818,0.183237572,0.242175935,0.242175935
-54.62372735,0.015269234,7371836613,1.25E-05,28684465466,4.25E-06,2.03902E+11,1.16E-05,7.02E-06,0.241903403,0.175502306,0.022189581,0.592676364,0.169100079,0.302555871,0.302555871
-54.42275546,0.056061195,23685304141,9.21E-06,8192679466,1.04E-05,1.94495E+11,1.11E-05,2.42E-06,0.490644833,0.188431691,0.024002142,0.645947809,0.264356146,0.246582956,0.264356146
-49.40213192,0.037271776,3243986108,1.25E-05,25478925016,7.86E-06,2.09535E+11,1.28E-05,7.68E-05,0.90238498,0.13181357,0.013127668,1.425687735,0.162495938,0.26166306,0.26166306
-20.94287464,0.044458864,10827989005,7.20E-06,45022416569,6.21E-06,1.95661E+11,1.40E-05,1.02E-05,2.248541242,0.112175401,0.015470198,0.74765703,0.197923987,0.122416799,0.197923987
-65.61057979,0.038030542,4052679043,1.38E-05,9862916441,9.59E-06,1.98901E+11,1.35E-05,2.66E-05,1.354909458,0.124619838,0.019599301,0.861765113,0.181591708,0.27390364,0.27390364
-30.59703415,0.0185381,17415948472,8.55E-06,37975423092,6.45E-06,2.0394E+11,1.06E-05,8.38E-06,0.326506937,0.15471971,0.017676508,1.059661839,0.151070438,0.192012489,0.192012489
-39.74781282,0.051038974,5438309755,1.18E-05,21296610925,4.81E-06,1.90005E+11,1.17E-05,1.12E-06,0.115071625,0.175901854,0.015131442,0.504095653,0.255275325,0.251961691,0.255275325
-64.04580358,0.030843391,13753208882,1.05E-05,5016334783,1.12E-05,2.05279E+11,1.23E-05,3.52E-05,3.844910871,0.144282207,0.022144962,1.831091865,0.162210971,0.264091134,0.264091134
-58.38407056,0.048722957,5951298006,8.43E-06,32087429042,1.28E-05,1.97845E+11,1.31E-05,2.27E-05,0.209286308,0.138010489,0.024616483,1.129108149,0.237513767,0.197316912,0.237513767
-32.44996622,0.057512784,4509552915,1.04E-05,14714629776,8.06E-06,1.91686E+11,1.18E-05,1.70E-06,0.95929083,0.160948749,0.016087314,1.868275864,0.204176637,0.276600691,0.276600691
-71.25721868,0.033103864,14865767373,1.11E-05,56707470976,9.93E-06,2.06725E+11,1.22E-05,5.40E-05,0.589378755,0.118390845,0.020636059,0.586189909,0.170506048,0.202304657,0.202304657
-77.07178056,0.052493265,9856281092,1.26E-05,35061362975,1.14E-05,1.93442E+11,1.13E-05,2.16E-06,4.08739102,0.17350274,0.018579119,1.660367577,0.193183771,0.372154286,0.372154286
-26.60436224,0.026678181,8630180751,9.83E-06,12419103169,4.31E-06,2.08716E+11,1.26E-05,6.81E-05,0.138227333,0.105946362,0.018291246,0.66111398,0.160271098,0.147406936,0.160271098
-43.75478985,0.04229734,21203167034,1.46E-05,6315587399,7.22E-06,1.97339E+11,1.36E-05,1.62E-05,0.347076549,0.125541805,0.014107691,1.359038658,0.178390812,0.289325337,0.289325337
-52.56961105,0.017185386,3785764548,7.83E-06,19659050703,8.52E-06,2.02378E+11,1.05E-05,5.11E-06,1.627657351,0.194703408,0.022761682,0.799064601,0.187940165,0.230985054,0.230985054
-51.79826485,0.040438978,12541911235,1.16E-05,17155958936,4.15E-06,2.08753E+11,1.37E-05,6.07E-06,0.295736764,0.198820566,0.019785502,1.687432381,0.293744869,0.34497559,0.34497559
-44.37504543,0.016337675,6466759142,1.09E-05,48507816202,1.18E-05,1.94026E+11,1.04E-05,1.91E-05,1.172239389,0.131214591,0.017039598,0.541337048,0.108339288,0.209663756,0.209663756
-24.09345731,0.054150524,16688807460,1.36E-05,27519109162,8.93E-06,2.00153E+11,1.14E-05,4.57E-05,3.326511831,0.100663526,0.014507128,1.030777952,0.124456932,0.228322984,0.228322984
-79.7317734,0.027939851,5065354506,8.92E-06,8837986365,7.06E-06,1.95193E+11,1.25E-05,1.44E-06,0.104227997,0.16977707,0.022318567,0.895768865,0.264975236,0.219506615,0.264975236
-70.60308903,0.058974949,7687447056,7.32E-06,5411861578,5.55E-06,2.04409E+11,1.19E-05,5.96E-05,0.756687891,0.113133666,0.023409269,1.264436281,0.182039157,0.152178048,0.182039157
-33.18743747,0.034170613,8774776473,1.41E-05,23003640419,1.27E-05,1.99682E+11,1.20E-05,1.89E-06,0.457880463,0.157245683,0.013358699,0.728093128,0.1823913,0.310266427,0.310266427
-35.28116675,0.046669502,3485693397,9.33E-06,40918372335,9.77E-06,2.05748E+11,1.32E-05,4.46E-06,0.183733368,0.186264932,0.015688633,1.528328241,0.290270396,0.262242363,0.290270396
-60.9270194,0.021162035,19513086263,1.21E-05,10614392909,8.47E-06,1.90787E+11,1.08E-05,1.42E-05,1.885510798,0.143660482,0.02107993,0.59583637,0.132639385,0.257456043,0.257456043
-62.82413237,0.049974367,3191468688,1.50E-05,52563366405,6.58E-06,2.03587E+11,1.16E-05,8.81E-05,0.159880404,0.149937545,0.019184664,0.812796914,0.204855584,0.324954877,0.324954877
-40.88454027,0.029383206,23290528823,7.71E-06,13622733700,9.15E-06,1.98626E+11,1.24E-05,2.78E-06,4.515804769,0.179987819,0.018047492,1.35094148,0.230013962,0.218777371,0.230013962
-27.59918312,0.039075325,6923702364,1.30E-05,7016628264,1.08E-05,2.07195E+11,1.33E-05,3.71E-06,1.798271228,0.151023503,0.013901924,0.694742175,0.211706566,0.27477096,0.27477096
-68.69182965,0.020593523,10300227235,9.70E-06,29815917275,4.93E-06,1.92468E+11,1.07E-05,1.17E-05,0.40144249,0.119355797,0.02332924,1.563608289,0.116446072,0.191429949,0.191429949
-74.12907088,0.04530306,18298229523,1.00E-05,18268740364,7.42E-06,2.07933E+11,1.39E-05,9.91E-06,2.892451887,0.163554939,0.02441756,0.552554847,0.290241857,0.236192035,0.290241857
-22.19658887,0.025415095,4260331848,1.13E-05,5861811239,1.06E-05,1.92973E+11,1.02E-05,3.15E-05,0.249406482,0.106885707,0.012757464,1.959863179,0.08987968,0.190302157,0.190302157
-46.28700711,0.054796001,13979532717,8.05E-06,11498414644,1.22E-05,2.01597E+11,1.10E-05,4.19E-05,0.702367872,0.137491703,0.016698909,0.954761517,0.187268373,0.179368278,0.187268373
-57.38673244,0.035611177,5530480896,1.33E-05,32501581262,5.77E-06,1.96871E+11,1.29E-05,1.33E-06,1.027214411,0.192543503,0.020475123,1.146691184,0.235062074,0.37954077,0.37954077
-56.15481507,0.043741343,4718878189,1.22E-05,5260235973,5.11E-06,2.00613E+11,1.25E-05,1.91E-05,0.476868128,0.154293224,0.018458678,0.981946236,0.215211495,0.280743574,0.280743574
-47.64028907,0.024254303,15557303389,9.40E-06,20260117008,1.09E-05,1.9534E+11,1.16E-05,6.00E-06,0.727317812,0.122629332,0.01876718,1.105928868,0.141143759,0.187080596,0.187080596
-22.95324026,0.056748546,6075313917,1.42E-05,39737370065,9.32E-06,2.09231E+11,1.06E-05,1.43E-06,2.04822606,0.146759474,0.022924353,0.574499318,0.179685605,0.288991954,0.288991954
-73.25219931,0.036558377,11787277825,7.38E-06,9357312209,6.68E-06,1.94192E+11,1.33E-05,4.51E-05,0.169354404,0.176818141,0.014300513,1.910698653,0.286846673,0.202030001,0.286846673
-67.34974904,0.05034475,21114507990,8.85E-06,15134333922,5.95E-06,2.0623E+11,1.02E-05,1.93E-06,1.237764659,0.13421912,0.012346725,0.675056934,0.166447104,0.172344373,0.172344373
-28.82813888,0.031560916,3769313481,1.36E-05,47082325331,1.23E-05,1.90956E+11,1.38E-05,6.14E-05,0.279521448,0.18927321,0.024834696,1.622333519,0.248226466,0.396027041,0.396027041
-41.76531669,0.038743948,9260703556,1.09E-05,24253363440,1.07E-05,2.04864E+11,1.30E-05,1.45E-05,0.111309425,0.166723665,0.020879663,0.781227135,0.2653528,0.25388031,0.2653528
-62.05716744,0.017850744,8109995321,1.16E-05,8585728583,7.53E-06,1.99825E+11,1.11E-05,4.60E-06,3.107917033,0.110064351,0.016300767,1.386637202,0.079564495,0.206437255,0.206437255
-60.16030436,0.058208337,11056466594,1.34E-05,18787367404,6.89E-06,2.07049E+11,1.03E-05,3.13E-06,0.259782,0.103835305,0.017434516,1.457144388,0.124631954,0.249683596,0.249683596
-36.16260881,0.032387668,7427246301,8.24E-06,6656835923,8.82E-06,1.92009E+11,1.37E-05,9.85E-05,2.780495811,0.172952664,0.019384286,0.633463547,0.274189046,0.203310419,0.274189046
-34.4166154,0.048013629,24791098550,1.15E-05,11843263783,1.17E-05,2.0342E+11,1.26E-05,1.32E-05,1.115735898,0.195544934,0.021904557,1.192505604,0.26228206,0.345729481,0.345729481
-69.26170178,0.022896101,3395777741,1.02E-05,36855067220,4.04E-06,1.98147E+11,1.15E-05,4.14E-06,0.64731856,0.127947351,0.01491484,0.765767581,0.143879902,0.192643084,0.192643084
-78.85558177,0.043013529,5111005738,9.50E-06,59573008327,8.29E-06,2.01435E+11,1.21E-05,2.74E-05,4.767692797,0.183089911,0.012963434,1.080409936,0.244861598,0.267256008,0.267256008
-24.85034429,0.016489837,12927603806,1.28E-05,14041008128,9.67E-06,1.96396E+11,1.20E-05,8.71E-06,0.15109494,0.140487751,0.023810931,0.843129139,0.14876109,0.25971963,0.25971963
-45.72903505,0.051801838,4036769654,7.53E-06,7964123873,1.25E-05,2.07784E+11,1.08E-05,1.16E-06,0.428771511,0.116400333,0.021494387,1.788020282,0.154494467,0.16752692,0.16752692
-50.56655535,0.027387506,17344791023,1.48E-05,30683574955,5.45E-06,1.92511E+11,1.32E-05,3.68E-05,1.68028945,0.160522269,0.015280574,0.515051438,0.198929793,0.316348598,0.316348598
-53.55982875,0.053439865,6838546798,1.07E-05,10143847709,1.01E-05,1.96121E+11,1.09E-05,8.44E-05,0.304421313,0.157965132,0.012515497,1.321418019,0.194410612,0.265651391,0.265651391
-42.64320755,0.028629955,10175158383,1.19E-05,43129718936,8.17E-06,2.01083E+11,1.30E-05,2.68E-06,1.455073571,0.115417146,0.02420257,0.828518848,0.156596938,0.22179902,0.22179902
-26.07476208,0.041135946,3024830848,8.72E-06,21937242974,5.32E-06,1.94972E+11,1.22E-05,3.56E-06,3.653533134,0.141085564,0.020234743,1.59694954,0.18401512,0.20067296,0.20067296
-77.72160091,0.015622895,22070855458,1.40E-05,5688783427,1.29E-05,2.09699E+11,1.19E-05,1.13E-05,0.12122581,0.185250982,0.016482333,0.678126905,0.189275513,0.361822589,0.361822589
-72.37224896,0.045979405,14512944709,1.43E-05,9284494515,8.70E-06,1.90488E+11,1.27E-05,7.77E-06,0.827128879,0.128516077,0.017883284,1.922761808,0.159500487,0.324549411,0.324549411
-31.4480608,0.021872689,5740942472,7.01E-06,26259049772,7.32E-06,2.05449E+11,1.13E-05,2.45E-05,0.534089199,0.197686072,0.018993477,0.564972591,0.242726318,0.190771111,0.242726318
-37.27003893,0.059689723,18837935077,1.23E-05,51097817446,4.48E-06,1.99356E+11,1.04E-05,3.27E-05,0.189674414,0.170424803,0.023163445,1.174738891,0.208479628,0.311360168,0.311360168
-58.90933672,0.033473648,4386402613,9.02E-06,16405212177,1.15E-05,2.04082E+11,1.36E-05,1.03E-06,2.329325006,0.102872239,0.013712325,0.934712948,0.162356766,0.154382695,0.162356766
-64.57081895,0.039764006,15813300613,7.91E-06,34081535276,1.19E-05,1.91542E+11,1.28E-05,6.76E-06,0.128862935,0.109094413,0.013526156,0.528722847,0.18890997,0.123806521,0.18890997
-39.10807043,0.019881454,4798860618,1.47E-05,10938691236,6.11E-06,2.06268E+11,1.12E-05,2.15E-05,4.389002449,0.164202678,0.023597355,1.722330899,0.077353946,0.324822396,0.324822396
-29.59490744,0.049255429,12384425731,9.88E-06,6133726388,7.68E-06,1.97677E+11,1.00E-05,5.05E-05,1.54683824,0.191409016,0.021242626,0.913748435,0.207518439,0.274193763,0.274193763
-66.72491582,0.030076007,6386597275,1.27E-05,17332070229,1.03E-05,2.02638E+11,1.39E-05,1.61E-06,0.365679636,0.134793183,0.01588148,1.007531127,0.196914745,0.264246373,0.264246373
-75.88289572,0.055508078,3587567870,1.11E-05,28304625236,1.11E-05,1.97177E+11,1.05E-05,7.14E-05,2.47621563,0.178973876,0.017278466,0.713312856,0.222199264,0.289714559,0.289714559
-20.413038,0.034922491,20085354481,1.04E-05,7337726027,4.70E-06,2.01904E+11,1.34E-05,2.25E-06,0.227843129,0.147362621,0.02000374,1.29444039,0.220285925,0.225783135,0.225783135
-48.28984108,0.044610253,7978692743,1.31E-05,12967587511,6.28E-06,1.93291E+11,1.24E-05,5.37E-06,0.567738282,0.121639271,0.022562195,0.609610712,0.181688263,0.236350278,0.236350278
-55.41276619,0.026134036,9106360397,8.37E-06,55085641285,9.48E-06,2.08252E+11,1.17E-05,1.69E-05,0.993629282,0.151742958,0.014720605,1.4984518,0.174037819,0.202828433,0.202828433
-55.01041941,0.038274907,8465117019,1.47E-05,20979752113,1.13E-05,2.05875E+11,1.18E-05,4.35E-05,0.637690554,0.117873193,0.02322702,0.897792098,0.143875328,0.285510509,0.285510509
-48.78105123,0.01839244,9661455251,7.94E-06,5332650732,4.42E-06,1.9068E+11,1.22E-05,1.37E-06,1.133173098,0.162040142,0.014004921,1.01162524,0.190783546,0.18604249,0.190783546
-20.87500134,0.050580375,3869828644,1.27E-05,9584107010,7.13E-06,2.04594E+11,1.30E-05,5.82E-06,2.823977015,0.181458584,0.017946466,0.525152798,0.273301344,0.293303971,0.293303971
-75.33412894,0.031401038,21665794652,9.96E-06,39942109157,8.63E-06,1.99477E+11,1.09E-05,1.83E-05,0.255915708,0.138909067,0.019284881,1.748141128,0.158733513,0.22912457,0.22912457
-66.20532298,0.057008675,11296390790,1.03E-05,45994552846,1.28E-05,2.00261E+11,1.35E-05,4.76E-06,1.75944916,0.194002036,0.020374595,0.620436634,0.331764711,0.283318383,0.331764711
-29.96887421,0.036423003,5825266560,1.10E-05,15047124898,5.26E-06,1.95065E+11,1.04E-05,1.51E-05,0.40965788,0.126450992,0.016800222,1.492400278,0.126494804,0.219450579,0.219450579
-39.68705095,0.04329715,15158299663,8.28E-06,8296610794,7.97E-06,2.08958E+11,1.13E-05,6.33E-05,0.144360824,0.105439746,0.012654951,0.718168217,0.1529972,0.127853423,0.1529972
-64.13906667,0.024820847,4600273586,1.30E-05,23910523406,1.00E-05,1.9384E+11,1.27E-05,2.01E-06,4.992255712,0.174608222,0.02451927,1.275311056,0.174483675,0.363071773,0.363071773
-58.55082082,0.051941284,17793493267,1.19E-05,6748460908,9.54E-06,2.01783E+11,1.39E-05,4.03E-06,0.166823869,0.168331111,0.022219139,1.586149804,0.286364988,0.320389089,0.320389089
-37.77578307,0.027131459,4143238435,1.07E-05,19454736855,6.49E-06,1.96666E+11,1.00E-05,1.27E-05,2.080381897,0.111716811,0.014605772,0.688296357,0.103982327,0.17577691,0.17577691
-31.86596438,0.042448321,13483203191,1.39E-05,37045043595,4.76E-06,2.08061E+11,1.12E-05,9.54E-05,0.738729367,0.132673125,0.016935805,1.298356468,0.139472514,0.287252814,0.287252814
-71.8087193,0.016935355,5333560441,8.68E-06,12130282277,1.13E-05,1.92865E+11,1.29E-05,3.00E-06,0.469747045,0.187779857,0.019890098,0.831876753,0.24491233,0.250459087,0.250459087
-77.24606782,0.047467861,3309542267,7.09E-06,13960066125,1.04E-05,2.074E+11,1.17E-05,3.79E-05,3.254500688,0.145131245,0.020975842,1.182722556,0.211021325,0.180256623,0.211021325
-26.46349173,0.02336106,24149245603,1.43E-05,58196793674,7.89E-06,1.92283E+11,1.23E-05,1.20E-06,0.106342018,0.175236452,0.015791943,0.920909442,0.205512465,0.332903317,0.332903317
-43.1783572,0.05836688,7119779366,9.06E-06,30249910598,6.17E-06,2.03694E+11,1.34E-05,9.00E-06,0.267044745,0.155763078,0.013259771,1.956928326,0.252126019,0.228262062,0.252126019
-53.11354248,0.032150719,10593179394,1.24E-05,7695919905,1.21E-05,1.98499E+11,1.05E-05,2.86E-05,1.296155382,0.124150304,0.023509006,0.562684995,0.137033826,0.234086613,0.234086613
-50.01675682,0.059521438,4211285974,8.16E-06,43300897560,7.45E-06,1.9021E+11,1.33E-05,1.09E-05,0.382946324,0.120057655,0.020537414,1.213658571,0.211110791,0.169123259,0.211110791
-46.18997021,0.033700855,18095659912,1.34E-05,10402637895,1.05E-05,2.05093E+11,1.07E-05,3.45E-06,1.477864342,0.150114802,0.016186744,0.762658612,0.144564867,0.29406584,0.29406584
-25.34052625,0.046513028,5603939164,1.02E-05,5773838158,1.22E-05,1.99008E+11,1.16E-05,2.58E-06,4.193319093,0.180494968,0.012003288,1.467031365,0.207265091,0.287118523,0.287118523
-78.45220324,0.021395586,14173610331,1.14E-05,22687984252,5.72E-06,2.03813E+11,1.25E-05,8.20E-05,0.134946835,0.148832597,0.024720274,0.624089578,0.209634464,0.24404197,0.24404197
-68.8291502,0.041688581,22984081849,1.28E-05,25855434188,6.61E-06,1.95846E+11,1.11E-05,1.07E-06,0.978746403,0.193061355,0.022658373,1.756834665,0.190780936,0.397132419,0.397132419
-34.99479305,0.015164803,3148336780,9.59E-06,8982337646,9.10E-06,2.00729E+11,1.30E-05,3.38E-05,0.576620887,0.136400509,0.014211777,0.517154795,0.171838589,0.182036714,0.182036714
-36.5357727,0.053290935,10422026674,1.49E-05,16330991388,1.08E-05,1.94623E+11,1.38E-05,2.54E-05,0.231409173,0.107600987,0.018191507,1.073136387,0.179817765,0.26401624,0.26401624
-59.63991223,0.028876517,7000887687,7.57E-06,49858533712,4.88E-06,2.09427E+11,1.01E-05,7.99E-06,2.439112548,0.162656609,0.018678049,0.855782375,0.174701611,0.18361155,0.18361155
-61.49283491,0.045064188,8895950711,9.44E-06,11217786081,5.66E-06,1.97447E+11,1.15E-05,1.54E-06,0.126941734,0.168928374,0.021557211,0.578391273,0.251482466,0.213663437,0.251482466
-42.18242098,0.025577234,7790124542,1.22E-05,34216721251,1.26E-05,2.02251E+11,1.26E-05,4.91E-05,3.490845435,0.101329271,0.015572415,1.882444138,0.098595566,0.214861559,0.214861559
-29.33308372,0.055260094,19298478644,7.47E-06,17925169768,9.88E-06,1.93647E+11,1.36E-05,2.05E-05,1.390272969,0.130171517,0.013027448,0.999374807,0.22079367,0.154514079,0.22079367
-72.80488485,0.049032379,6539853390,1.35E-05,7098942093,4.26E-06,1.91813E+11,1.32E-05,1.76E-05,2.294557927,0.142603556,0.022043647,0.775959533,0.222184611,0.293567292,0.293567292
-23.48735815,0.030248459,12688265898,8.81E-06,27869502023,1.17E-05,2.06618E+11,1.08E-05,5.53E-06,0.192631676,0.18672396,0.015231972,1.40746202,0.208523355,0.243594712,0.243594712
-48.02798696,0.040242531,4996128749,1.15E-05,53749512831,9.04E-06,1.9803E+11,1.19E-05,2.35E-06,0.542413297,0.156386519,0.017574799,0.663289989,0.210745837,0.255415662,0.255415662
-55.67825381,0.019349242,16471748927,1.08E-05,12908949884,6.97E-06,2.02914E+11,1.21E-05,7.39E-05,0.814787889,0.11378589,0.019701812,1.62894156,0.112849974,0.201913851,0.201913851
-57.02833813,0.051297896,13207502132,7.64E-06,24650778635,8.27E-06,1.9917E+11,1.25E-05,3.34E-06,0.616905481,0.127097205,0.01598003,0.707089738,0.20875063,0.147561071,0.20875063
-46.79285854,0.030706821,5225351616,1.49E-05,8067095930,9.70E-06,2.04287E+11,1.14E-05,1.06E-05,0.916062626,0.196212268,0.021143299,1.557280257,0.152994672,0.407739725,0.407739725
-22.61461405,0.037587556,17004653916,9.64E-06,15555385370,1.25E-05,1.90361E+11,1.03E-05,7.93E-05,2.579473245,0.171911228,0.023701854,0.818322405,0.183681018,0.25093428,0.25093428
-73.56564851,0.01910584,3958927666,1.29E-05,44817241642,5.49E-06,2.05557E+11,1.37E-05,2.52E-06,0.219058914,0.104303733,0.013422467,1.330995653,0.133212966,0.207472838,0.207472838
-68.21618928,0.043991373,7577385655,1.13E-05,38942952686,6.86E-06,1.94767E+11,1.09E-05,3.43E-05,1.602539684,0.159463693,0.01482401,0.938101996,0.183893058,0.271420913,0.271420913
-27.98779117,0.024103322,11272969839,1.01E-05,9901730902,8.86E-06,2.09884E+11,1.32E-05,1.08E-06,0.352343002,0.116860776,0.022458007,1.151340899,0.163540919,0.188921127,0.188921127
-41.41958263,0.056295269,3323536383,1.33E-05,5188226614,1.16E-05,1.96014E+11,1.20E-05,8.11E-06,0.140326065,0.139630047,0.020103575,0.548819154,0.215648638,0.254843434,0.254843434
-62.3777245,0.037110358,24253736850,8.11E-06,21615946667,4.08E-06,2.01209E+11,1.19E-05,2.55E-05,4.024277608,0.183740533,0.017179434,1.989260627,0.2214791,0.236271487,0.236271487
-60.52456534,0.041752768,3697317851,1.10E-05,7444463841,5.83E-06,1.93164E+11,1.07E-05,5.60E-05,0.206063431,0.177518407,0.016585232,1.037796291,0.212107847,0.28142566,0.28142566
-35.77225531,0.017651551,20696598744,1.17E-05,31044558759,1.24E-05,2.0836E+11,1.34E-05,1.78E-06,2.147362928,0.14585222,0.020132627,0.882534041,0.161877752,0.261650098,0.261650098
-33.64929352,0.052650612,8289895379,8.99E-06,56449179010,1.06E-05,1.96992E+11,1.24E-05,7.44E-06,0.861772068,0.12313788,0.024302693,1.717404751,0.181638866,0.204583491,0.204583491
-70.05420066,0.026440025,9462972163,1.37E-05,14357244149,7.63E-06,2.02109E+11,1.15E-05,2.36E-05,0.513530006,0.153186635,0.012414571,0.539151916,0.164879478,0.285742304,0.285742304
-79.21230216,0.05765069,15218486638,1.40E-05,12467947685,4.99E-06,1.9757E+11,1.29E-05,4.94E-06,3.785762827,0.110580791,0.013813736,1.518011647,0.158262103,0.278993999,0.278993999
-24.46753137,0.032846268,4618973501,7.27E-06,35954733982,1.10E-05,2.02765E+11,1.10E-05,1.55E-05,0.116811932,0.165634123,0.023062812,0.604767361,0.227311687,0.166905869,0.227311687
-44.95414754,0.048159288,12019351538,1.21E-05,19953879050,9.20E-06,1.91336E+11,1.02E-05,6.60E-05,0.331441824,0.189990096,0.019095282,1.242360154,0.200769003,0.344911189,0.344911189
-51.36661986,0.022651735,6197471501,9.26E-06,6531984485,6.78E-06,2.06454E+11,1.38E-05,2.08E-06,1.334078662,0.133319332,0.01778067,0.731053195,0.199079402,0.184397951,0.199079402
-52.00515693,0.047223687,20362186917,1.32E-05,48229908980,1.12E-05,2.04757E+11,1.01E-05,1.50E-06,0.395276224,0.135851958,0.015016957,1.835713521,0.12874387,0.290956026,0.290956026
-44.17178685,0.020705482,3635580559,8.48E-06,16760153826,4.58E-06,1.99952E+11,1.39E-05,4.70E-05,1.825479211,0.190948773,0.021801656,0.588579503,0.286580408,0.225017408,0.286580408
-27.10918549,0.058824469,9006406892,1.12E-05,8712682294,6.38E-06,2.06024E+11,1.28E-05,2.00E-05,4.584154765,0.165060628,0.01948521,1.121498592,0.24036341,0.281308015,0.281308015
-76.7123545,0.034415635,7886092872,1.05E-05,26591288101,9.36E-06,1.91142E+11,1.12E-05,6.29E-06,0.157423712,0.108444039,0.017334394,0.973818881,0.146440889,0.182883938,0.182883938
-70.81001151,0.053981032,4853132253,9.77E-06,23319329254,1.20E-05,2.09104E+11,1.23E-05,1.36E-05,1.075107994,0.15259359,0.015381204,1.383162982,0.218709258,0.253258869,0.253258869
-32.98420571,0.028165862,15997731682,1.25E-05,5603851966,5.99E-06,1.94299E+11,1.16E-05,4.32E-06,0.670748659,0.120972423,0.021392978,0.795814673,0.13523116,0.22994706,0.22994706
